fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,GDP_value.1,DATE_x,CSENT,Interest_rate
2021,4,10,41,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,246562.12,23550.42,24349.121,2021-10-01,71.7,
2022,2,4,15,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,183.0,37284.66,24740.48,25248.476,2022-04-01,65.2,
2022,2,4,14,Application Tooling Group,Americas,43,Pin Insertion Machines,4.0,3528.0,24740.48,25248.476,2022-04-01,65.2,
2022,3,8,33,Application Tooling Group,Americas,148,Powered Crimp Tools,29.0,84613.8,25248.476,25723.941,2022-08-01,58.2,
2016,3,7,28,Application Tooling Group,Americas,48,Certified Hand Tools,228.0,105113.41,18611.617,18775.459,2016-07-01,90.0,1.0
2022,2,6,25,Application Tooling Group,Americas,150,Miscellaneous Tools,686.0,155866.82,24740.48,25248.476,2022-06-01,50.0,
2020,4,11,48,Application Tooling Group,Americas,389,Presses & Terminators,137.0,51296.43,21362.428,21704.706,2020-11-01,76.9,0.25
2020,3,9,36,Application Tooling Group,Americas,43,Pin Insertion Machines,11.0,6825.88,19636.731,21362.428,2020-09-01,80.4,0.25
2022,1,2,6,Application Tooling Group,Americas,51,Connector Seating Machines,1.0,92730.0,26144.956,24740.48,2022-02-01,62.8,
2022,1,3,12,Application Tooling Group,Americas,389,Presses & Terminators,160.0,254526.82,26144.956,24740.48,2022-03-01,59.4,
2022,4,12,52,Application Tooling Group,Americas,389,Presses & Terminators,131.0,76295.13,25723.941,26144.956,2022-12-01,59.7,
2022,2,4,14,Application Tooling Group,Americas,389,Presses & Terminators,33.0,3890.0,24740.48,25248.476,2022-04-01,65.2,
2020,4,10,41,Application Tooling Group,Americas,42,Assembled Applicators,1378.0,174707.75,21362.428,21704.706,2020-10-01,81.8,0.25
2019,1,1,4,Application Tooling Group,Americas,43,Pin Insertion Machines,23.0,29564.63,21706.532,21013.085,2019-01-01,91.2,3.0
2018,4,10,40,Application Tooling Group,Americas,43,Pin Insertion Machines,3.0,887.15,20687.278,20819.269,2018-10-01,98.6,2.75
2017,2,6,26,Application Tooling Group,Americas,48,Certified Hand Tools,282.0,132824.65,19148.194,19304.506,2017-06-01,95.0,1.75
2018,4,10,40,Application Tooling Group,Americas,48,Certified Hand Tools,180.0,74164.52,20687.278,20819.269,2018-10-01,98.6,2.75
2015,4,12,52,Application Tooling Group,Americas,51,Connector Seating Machines,8.0,9561.52,18306.96,18332.079,2015-12-01,92.6,1.0
2022,4,12,52,Application Tooling Group,Americas,150,Miscellaneous Tools,308.0,68131.77,25723.941,26144.956,2022-12-01,59.7,
2016,1,3,13,Application Tooling Group,Americas,48,Certified Hand Tools,60.0,33207.2,18968.041,18425.306,2016-03-01,91.0,1.0
2015,4,10,42,Application Tooling Group,Americas,48,Certified Hand Tools,173.0,89586.79,18306.96,18332.079,2015-10-01,90.0,0.75
2015,2,6,23,Application Tooling Group,Americas,43,Pin Insertion Machines,35.0,32523.37,17991.348,18193.707,2015-06-01,96.1,0.75
2017,1,1,2,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,90.0,40462.56,19894.75,19148.194,2017-01-01,98.5,1.25
2019,3,8,34,Application Tooling Group,Americas,51,Connector Seating Machines,7.0,5026.73,21272.448,21531.839,2019-08-01,89.8,2.75
2018,4,10,43,Application Tooling Group,Americas,43,Pin Insertion Machines,35.0,9060.73,20687.278,20819.269,2018-10-01,98.6,2.75
2016,4,11,45,Application Tooling Group,Americas,148,Powered Crimp Tools,30.0,27192.08,18775.459,18968.041,2016-11-01,93.8,1.0
2017,3,9,36,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,115.0,39589.88,19304.506,19561.896,2017-09-01,95.1,1.75
2020,3,8,35,Application Tooling Group,Americas,150,Miscellaneous Tools,205.0,47263.84,19636.731,21362.428,2020-08-01,74.1,0.25
2022,2,6,25,Application Tooling Group,Americas,48,Certified Hand Tools,72.0,48288.56,24740.48,25248.476,2022-06-01,50.0,
2020,3,7,29,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,8878.17,19636.731,21362.428,2020-07-01,72.5,0.25
2015,2,5,20,Application Tooling Group,Americas,43,Pin Insertion Machines,10.0,30264.4,17991.348,18193.707,2015-05-01,90.7,0.75
2015,4,11,46,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,245.0,34813.75,18306.96,18332.079,2015-11-01,91.3,0.75
2016,3,8,35,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,38.0,12329.73,18611.617,18775.459,2016-08-01,89.8,1.0
2017,1,3,10,Application Tooling Group,Americas,389,Presses & Terminators,216.0,59056.42,19894.75,19148.194,2017-03-01,96.9,1.5
2016,2,6,26,Application Tooling Group,Americas,48,Certified Hand Tools,212.0,101691.83,18425.306,18611.617,2016-06-01,93.5,1.0
2018,1,1,3,Application Tooling Group,Americas,48,Certified Hand Tools,223.0,96227.35,20819.269,20155.486,2018-01-01,95.7,2.0
2022,2,6,26,Application Tooling Group,Americas,42,Assembled Applicators,1680.0,232688.95,24740.48,25248.476,2022-06-01,50.0,
2022,4,10,43,Application Tooling Group,Americas,150,Miscellaneous Tools,736.0,115363.11,25723.941,26144.956,2022-10-01,59.9,
2022,2,6,26,Application Tooling Group,Americas,389,Presses & Terminators,118.0,49356.3,24740.48,25248.476,2022-06-01,50.0,
2021,1,3,13,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,88.0,33297.35,24349.121,22313.85,2021-03-01,84.9,0.25
2017,2,4,14,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,85.0,10238.87,19148.194,19304.506,2017-04-01,97.0,1.5
2015,1,2,9,Application Tooling Group,Americas,42,Assembled Applicators,1565.0,150938.88,18332.079,17991.348,2015-02-01,95.4,0.75
2018,4,10,41,Application Tooling Group,Americas,50,Insertion-Extraction Tools,26328.0,90894.31,20687.278,20819.269,2018-10-01,98.6,2.75
2016,4,10,42,Application Tooling Group,Americas,50,Insertion-Extraction Tools,15362.0,44041.9,18775.459,18968.041,2016-10-01,87.2,1.0
2017,4,11,48,Application Tooling Group,Americas,389,Presses & Terminators,153.0,41055.77,19561.896,19894.75,2017-11-01,98.5,1.75
2017,2,5,18,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,51.0,51988.49,19148.194,19304.506,2017-05-01,97.1,1.5
2018,3,9,37,Application Tooling Group,Americas,50,Insertion-Extraction Tools,17613.0,60135.65,20470.197,20687.278,2018-09-01,100.1,2.75
2018,4,10,42,Application Tooling Group,Americas,148,Powered Crimp Tools,10.0,31863.26,20687.278,20819.269,2018-10-01,98.6,2.75
2015,3,7,29,Application Tooling Group,Americas,150,Miscellaneous Tools,514.0,127211.07,18193.707,18306.96,2015-07-01,93.1,0.75
2019,4,10,42,Application Tooling Group,Americas,50,Insertion-Extraction Tools,25758.0,46291.27,21531.839,21706.532,2019-10-01,95.5,2.25
2017,1,2,8,Application Tooling Group,Americas,148,Powered Crimp Tools,34.0,32596.74,19894.75,19148.194,2017-02-01,96.3,1.25
2019,4,12,52,Application Tooling Group,Americas,389,Presses & Terminators,129.0,13648.28,21531.839,21706.532,2019-12-01,99.3,2.25
2017,1,2,5,Application Tooling Group,Americas,148,Powered Crimp Tools,64.0,56185.35,19894.75,19148.194,2017-02-01,96.3,1.25
2020,4,10,40,Application Tooling Group,Americas,51,Connector Seating Machines,3.0,1479.0,21362.428,21704.706,2020-10-01,81.8,0.25
2022,4,12,49,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,85.0,52536.77,25723.941,26144.956,2022-12-01,59.7,
2022,1,3,13,Application Tooling Group,Americas,48,Certified Hand Tools,326.0,155130.55,26144.956,24740.48,2022-03-01,59.4,
2021,2,4,16,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,782.0,22313.85,23046.934,2021-04-01,88.3,0.25
2018,3,7,29,Application Tooling Group,Americas,51,Connector Seating Machines,6.0,16208.65,20470.197,20687.278,2018-07-01,97.9,2.5
2016,4,10,41,Application Tooling Group,Americas,51,Connector Seating Machines,11.0,99875.58,18775.459,18968.041,2016-10-01,87.2,1.0
2016,4,11,47,Application Tooling Group,Americas,51,Connector Seating Machines,14.0,175258.3,18775.459,18968.041,2016-11-01,93.8,1.0
2017,3,8,34,Application Tooling Group,Americas,50,Insertion-Extraction Tools,53376.0,98396.2,19304.506,19561.896,2017-08-01,96.8,1.75
2017,1,2,6,Application Tooling Group,Americas,150,Miscellaneous Tools,253.0,44072.33,19894.75,19148.194,2017-02-01,96.3,1.25
2016,3,9,38,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,80.0,57511.62,18611.617,18775.459,2016-09-01,91.2,1.0
2018,4,12,50,Application Tooling Group,Americas,389,Presses & Terminators,99.0,7358.58,20687.278,20819.269,2018-12-01,98.3,3.0
2015,1,2,7,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,73.0,16816.89,18332.079,17991.348,2015-02-01,95.4,0.75
2015,4,12,50,Application Tooling Group,Americas,51,Connector Seating Machines,8.0,1520.51,18306.96,18332.079,2015-12-01,92.6,1.0
2020,3,7,27,Application Tooling Group,Americas,43,Pin Insertion Machines,39.0,12634.64,19636.731,21362.428,2020-07-01,72.5,0.25
2020,3,8,32,Application Tooling Group,Americas,150,Miscellaneous Tools,246.0,48486.69,19636.731,21362.428,2020-08-01,74.1,0.25
2022,3,7,27,Application Tooling Group,Americas,150,Miscellaneous Tools,416.0,72330.41,25248.476,25723.941,2022-07-01,51.5,
2022,1,1,4,Application Tooling Group,Americas,150,Miscellaneous Tools,494.0,117267.38,26144.956,24740.48,2022-01-01,67.2,
2016,4,11,48,Application Tooling Group,Americas,43,Pin Insertion Machines,13.0,5481.13,18775.459,18968.041,2016-11-01,93.8,1.0
2016,1,2,5,Application Tooling Group,Americas,50,Insertion-Extraction Tools,6027.0,42923.16,18968.041,18425.306,2016-02-01,91.7,1.0
2017,4,10,43,Application Tooling Group,Americas,42,Assembled Applicators,2108.0,365331.58,19561.896,19894.75,2017-10-01,100.7,1.75
2017,3,9,37,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,97.0,90278.6,19304.506,19561.896,2017-09-01,95.1,1.75
2017,4,12,49,Application Tooling Group,Americas,42,Assembled Applicators,1442.0,183024.66,19561.896,19894.75,2017-12-01,95.9,2.0
2021,1,3,10,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,19.0,2382.0,24349.121,22313.85,2021-03-01,84.9,0.25
2020,4,10,40,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,13.0,3902.55,21362.428,21704.706,2020-10-01,81.8,0.25
2020,4,12,50,Application Tooling Group,Americas,43,Pin Insertion Machines,10.0,52485.58,21362.428,21704.706,2020-12-01,80.7,0.25
2022,2,5,20,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,68.0,103606.15,24740.48,25248.476,2022-05-01,58.4,
2015,4,12,50,Application Tooling Group,Americas,50,Insertion-Extraction Tools,17764.0,32159.21,18306.96,18332.079,2015-12-01,92.6,1.0
2015,3,8,35,Application Tooling Group,Americas,42,Assembled Applicators,2103.0,261231.99,18193.707,18306.96,2015-08-01,91.9,0.75
2016,3,7,30,Application Tooling Group,Americas,389,Presses & Terminators,152.0,291667.59,18611.617,18775.459,2016-07-01,90.0,1.0
2018,4,10,42,Application Tooling Group,Americas,42,Assembled Applicators,1801.0,865375.48,20687.278,20819.269,2018-10-01,98.6,2.75
2015,1,1,1,Application Tooling Group,Americas,50,Insertion-Extraction Tools,10818.0,57724.16,18332.079,17991.348,2015-01-01,98.1,0.75
2015,3,8,33,Application Tooling Group,Americas,51,Connector Seating Machines,18.0,7527.78,18193.707,18306.96,2015-08-01,91.9,0.75
2015,4,11,45,Application Tooling Group,Americas,389,Presses & Terminators,137.0,37494.93,18306.96,18332.079,2015-11-01,91.3,0.75
2017,3,7,27,Application Tooling Group,Americas,51,Connector Seating Machines,19.0,138152.58,19304.506,19561.896,2017-07-01,93.4,1.75
2019,4,11,45,Application Tooling Group,Americas,150,Miscellaneous Tools,422.0,50385.84,21531.839,21706.532,2019-11-01,96.8,2.25
2017,2,6,23,Application Tooling Group,Americas,42,Assembled Applicators,1811.0,269725.31,19148.194,19304.506,2017-06-01,95.0,1.75
2019,4,11,46,Application Tooling Group,Americas,42,Assembled Applicators,2230.0,296674.43,21531.839,21706.532,2019-11-01,96.8,2.25
2015,3,7,27,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,27.0,4423.59,18193.707,18306.96,2015-07-01,93.1,0.75
2021,2,4,14,Application Tooling Group,Americas,43,Pin Insertion Machines,12.0,2554.0,22313.85,23046.934,2021-04-01,88.3,0.25
2019,3,9,36,Application Tooling Group,Americas,43,Pin Insertion Machines,6.0,5317.0,21272.448,21531.839,2019-09-01,93.2,2.5
2017,3,7,28,Application Tooling Group,Americas,48,Certified Hand Tools,196.0,178850.63,19304.506,19561.896,2017-07-01,93.4,1.75
2019,2,4,17,Application Tooling Group,Americas,48,Certified Hand Tools,429.0,196399.05,21013.085,21272.448,2019-04-01,97.2,3.0
2016,1,3,10,Application Tooling Group,Americas,389,Presses & Terminators,142.0,50804.4,18968.041,18425.306,2016-03-01,91.0,1.0
2016,3,8,31,Application Tooling Group,Americas,389,Presses & Terminators,79.0,21073.57,18611.617,18775.459,2016-08-01,89.8,1.0
2017,1,2,6,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,452.0,84984.26,19894.75,19148.194,2017-02-01,96.3,1.25
2017,3,8,34,Application Tooling Group,Americas,43,Pin Insertion Machines,17.0,18103.43,19304.506,19561.896,2017-08-01,96.8,1.75
2019,2,5,18,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,28.0,4565.98,21013.085,21272.448,2019-05-01,100.0,3.0
2016,4,12,49,Application Tooling Group,Americas,389,Presses & Terminators,233.0,40203.57,18775.459,18968.041,2016-12-01,98.2,1.25
2019,4,10,41,Application Tooling Group,Americas,43,Pin Insertion Machines,18.0,-39450.17,21531.839,21706.532,2019-10-01,95.5,2.25
2017,4,12,49,Application Tooling Group,Americas,48,Certified Hand Tools,105.0,58213.98,19561.896,19894.75,2017-12-01,95.9,2.0
2015,2,5,18,Application Tooling Group,Americas,51,Connector Seating Machines,8.0,2941.27,17991.348,18193.707,2015-05-01,90.7,0.75
2016,4,12,51,Application Tooling Group,Americas,42,Assembled Applicators,2260.0,1183913.72,18775.459,18968.041,2016-12-01,98.2,1.25
2015,1,3,11,Application Tooling Group,Americas,150,Miscellaneous Tools,448.0,51493.07,18332.079,17991.348,2015-03-01,93.0,0.75
2019,1,3,11,Application Tooling Group,Americas,50,Insertion-Extraction Tools,26045.0,107566.65,21706.532,21013.085,2019-03-01,98.4,3.0
2015,4,11,48,Application Tooling Group,Americas,148,Powered Crimp Tools,37.0,51425.53,18306.96,18332.079,2015-11-01,91.3,0.75
2017,2,5,22,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,88.0,19915.73,19148.194,19304.506,2017-05-01,97.1,1.5
2019,4,12,50,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,90.0,78573.96,21531.839,21706.532,2019-12-01,99.3,2.25
2022,1,3,12,Application Tooling Group,Americas,150,Miscellaneous Tools,560.0,127490.7,26144.956,24740.48,2022-03-01,59.4,
2020,2,5,21,Application Tooling Group,Americas,389,Presses & Terminators,158.0,77758.41,21538.032,19636.731,2020-05-01,72.3,0.25
2020,1,1,4,Application Tooling Group,Americas,43,Pin Insertion Machines,19.0,8755.13,21704.706,21538.032,2020-01-01,99.8,2.25
2020,2,6,26,Application Tooling Group,Americas,148,Powered Crimp Tools,10.0,22245.24,21538.032,19636.731,2020-06-01,78.1,0.25
2021,2,5,20,Application Tooling Group,Americas,51,Connector Seating Machines,3.0,68628.0,22313.85,23046.934,2021-05-01,82.9,0.25
2022,1,3,13,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,2.0,2587.88,26144.956,24740.48,2022-03-01,59.4,
2020,1,1,1,Application Tooling Group,Americas,389,Presses & Terminators,149.0,29830.89,21704.706,21538.032,2020-01-01,99.8,2.25
2016,1,2,8,Application Tooling Group,Americas,42,Assembled Applicators,1976.0,1189139.94,18968.041,18425.306,2016-02-01,91.7,1.0
2018,4,11,46,Application Tooling Group,Americas,42,Assembled Applicators,1861.0,1097577.84,20687.278,20819.269,2018-11-01,97.5,2.75
2019,1,2,7,Application Tooling Group,Americas,50,Insertion-Extraction Tools,73145.0,75988.55,21706.532,21013.085,2019-02-01,93.8,3.0
2015,3,7,29,Application Tooling Group,Americas,389,Presses & Terminators,160.0,283330.5,18193.707,18306.96,2015-07-01,93.1,0.75
2015,2,4,14,Application Tooling Group,Americas,148,Powered Crimp Tools,2.0,35277.95,17991.348,18193.707,2015-04-01,95.9,0.75
2017,3,9,36,Application Tooling Group,Americas,150,Miscellaneous Tools,248.0,56723.76,19304.506,19561.896,2017-09-01,95.1,1.75
2017,3,8,32,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,57.0,22703.0,19304.506,19561.896,2017-08-01,96.8,1.75
2018,2,5,20,Application Tooling Group,Americas,48,Certified Hand Tools,277.0,124237.75,20155.486,20470.197,2018-05-01,98.0,2.25
2017,3,8,34,Application Tooling Group,Americas,48,Certified Hand Tools,161.0,87140.36,19304.506,19561.896,2017-08-01,96.8,1.75
2016,4,12,50,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,49.0,75294.9,18775.459,18968.041,2016-12-01,98.2,1.25
2016,3,8,32,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,139.0,42296.14,18611.617,18775.459,2016-08-01,89.8,1.0
2017,1,3,13,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,51.0,32038.62,19894.75,19148.194,2017-03-01,96.9,1.5
2017,1,2,9,Application Tooling Group,Americas,48,Certified Hand Tools,191.0,48599.03,19894.75,19148.194,2017-02-01,96.3,1.25
2019,3,8,32,Application Tooling Group,Americas,48,Certified Hand Tools,334.0,133046.4,21272.448,21531.839,2019-08-01,89.8,2.75
2017,1,2,8,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,12.0,1871.45,19894.75,19148.194,2017-02-01,96.3,1.25
2021,3,7,28,Application Tooling Group,Americas,50,Insertion-Extraction Tools,15549.0,69094.37,23046.934,23550.42,2021-07-01,81.2,0.25
2021,1,1,2,Application Tooling Group,Americas,48,Certified Hand Tools,134.0,80709.95,24349.121,22313.85,2021-01-01,79.0,0.25
2021,4,12,51,Application Tooling Group,Americas,48,Certified Hand Tools,209.0,124318.75,23550.42,24349.121,2021-12-01,70.6,
2022,3,7,30,Application Tooling Group,Americas,50,Insertion-Extraction Tools,29060.0,106084.89,25248.476,25723.941,2022-07-01,51.5,
2020,3,7,28,Application Tooling Group,Americas,148,Powered Crimp Tools,24.0,28525.86,19636.731,21362.428,2020-07-01,72.5,0.25
2020,3,8,35,Application Tooling Group,Americas,50,Insertion-Extraction Tools,17157.0,23703.37,19636.731,21362.428,2020-08-01,74.1,0.25
2021,1,3,10,Application Tooling Group,Americas,48,Certified Hand Tools,358.0,179381.58,24349.121,22313.85,2021-03-01,84.9,0.25
2019,1,2,9,Application Tooling Group,Americas,48,Certified Hand Tools,385.0,123839.28,21706.532,21013.085,2019-02-01,93.8,3.0
2018,2,6,25,Application Tooling Group,Americas,50,Insertion-Extraction Tools,27151.0,50335.67,20155.486,20470.197,2018-06-01,98.2,2.5
2015,1,3,11,Application Tooling Group,Americas,148,Powered Crimp Tools,34.0,28567.31,18332.079,17991.348,2015-03-01,93.0,0.75
2017,4,10,42,Application Tooling Group,Americas,148,Powered Crimp Tools,47.0,83015.33,19561.896,19894.75,2017-10-01,100.7,1.75
2018,2,6,23,Application Tooling Group,Americas,148,Powered Crimp Tools,84.0,48708.15,20155.486,20470.197,2018-06-01,98.2,2.5
2016,4,12,53,Application Tooling Group,Americas,42,Assembled Applicators,1922.0,213894.45,18775.459,18968.041,2016-12-01,98.2,1.25
2019,2,4,16,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,50.0,85020.32,21013.085,21272.448,2019-04-01,97.2,3.0
2017,2,4,16,Application Tooling Group,Americas,43,Pin Insertion Machines,14.0,16048.11,19148.194,19304.506,2017-04-01,97.0,1.5
2015,1,1,2,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,42.0,23851.42,18332.079,17991.348,2015-01-01,98.1,0.75
2016,4,12,50,Application Tooling Group,Americas,51,Connector Seating Machines,6.0,12525.85,18775.459,18968.041,2016-12-01,98.2,1.25
2022,2,5,22,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,150.0,88772.91,24740.48,25248.476,2022-05-01,58.4,
2016,3,9,38,Application Tooling Group,Americas,148,Powered Crimp Tools,56.0,88807.2,18611.617,18775.459,2016-09-01,91.2,1.0
2018,1,2,9,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,176.0,10524.76,20819.269,20155.486,2018-02-01,99.7,2.0
2021,4,11,47,Application Tooling Group,Americas,389,Presses & Terminators,87.0,227305.95,23550.42,24349.121,2021-11-01,67.4,
2021,4,10,40,Application Tooling Group,Americas,42,Assembled Applicators,1418.0,258642.21,23550.42,24349.121,2021-10-01,71.7,
2021,4,11,46,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,146.0,41264.39,23550.42,24349.121,2021-11-01,67.4,
2020,4,11,48,Application Tooling Group,Americas,42,Assembled Applicators,1937.0,237152.52,21362.428,21704.706,2020-11-01,76.9,0.25
2021,1,2,6,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,12.0,1301.0,24349.121,22313.85,2021-02-01,76.8,0.25
2022,3,9,39,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,5146.43,25248.476,25723.941,2022-09-01,58.6,
2022,4,11,46,Application Tooling Group,Americas,43,Pin Insertion Machines,18.0,17430.98,25723.941,26144.956,2022-11-01,56.8,
2022,4,12,51,Application Tooling Group,Americas,148,Powered Crimp Tools,26.0,66025.68,25723.941,26144.956,2022-12-01,59.7,
2022,3,8,32,Application Tooling Group,Americas,48,Certified Hand Tools,120.0,61569.0,25248.476,25723.941,2022-08-01,58.2,
2016,1,1,1,Application Tooling Group,Americas,51,Connector Seating Machines,12.0,24041.72,18968.041,18425.306,2016-01-01,92.0,1.0
2019,1,2,5,Application Tooling Group,Americas,148,Powered Crimp Tools,97.0,239327.35,21706.532,21013.085,2019-02-01,93.8,3.0
2017,3,7,29,Application Tooling Group,Americas,389,Presses & Terminators,117.0,257951.61,19304.506,19561.896,2017-07-01,93.4,1.75
2019,3,9,36,Application Tooling Group,Americas,50,Insertion-Extraction Tools,12023.0,34168.94,21272.448,21531.839,2019-09-01,93.2,2.5
2016,4,10,40,Application Tooling Group,Americas,50,Insertion-Extraction Tools,8883.0,41269.21,18775.459,18968.041,2016-10-01,87.2,1.0
2018,3,9,39,Application Tooling Group,Americas,50,Insertion-Extraction Tools,22621.0,106401.34,20470.197,20687.278,2018-09-01,100.1,2.75
2019,2,5,20,Application Tooling Group,Americas,51,Connector Seating Machines,20.0,16587.44,21013.085,21272.448,2019-05-01,100.0,3.0
2015,2,6,23,Application Tooling Group,Americas,50,Insertion-Extraction Tools,16472.0,31910.68,17991.348,18193.707,2015-06-01,96.1,0.75
2015,3,7,27,Application Tooling Group,Americas,50,Insertion-Extraction Tools,10990.0,48528.42,18193.707,18306.96,2015-07-01,93.1,0.75
2017,1,2,7,Application Tooling Group,Americas,42,Assembled Applicators,1674.0,1220833.9,19894.75,19148.194,2017-02-01,96.3,1.25
2020,1,2,5,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,92.0,17622.46,21704.706,21538.032,2020-02-01,101.0,2.25
2017,1,3,11,Application Tooling Group,Americas,42,Assembled Applicators,1511.0,251583.52,19894.75,19148.194,2017-03-01,96.9,1.5
2018,4,10,42,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,14.0,58981.02,20687.278,20819.269,2018-10-01,98.6,2.75
2016,1,2,6,Application Tooling Group,Americas,389,Presses & Terminators,126.0,135510.5,18968.041,18425.306,2016-02-01,91.7,1.0
2021,1,3,13,Application Tooling Group,Americas,148,Powered Crimp Tools,24.0,22632.07,24349.121,22313.85,2021-03-01,84.9,0.25
2022,4,10,43,Application Tooling Group,Americas,42,Assembled Applicators,3099.0,995996.65,25723.941,26144.956,2022-10-01,59.9,
2021,2,5,21,Application Tooling Group,Americas,42,Assembled Applicators,2282.0,1100492.68,22313.85,23046.934,2021-05-01,82.9,0.25
2021,3,8,35,Application Tooling Group,Americas,50,Insertion-Extraction Tools,29541.0,93143.86,23046.934,23550.42,2021-08-01,70.3,0.25
2021,2,6,25,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,109.0,60416.91,22313.85,23046.934,2021-06-01,85.5,0.25
2022,2,6,23,Application Tooling Group,Americas,48,Certified Hand Tools,210.0,128438.62,24740.48,25248.476,2022-06-01,50.0,
2022,2,6,26,Application Tooling Group,Americas,51,Connector Seating Machines,7.0,88949.7,24740.48,25248.476,2022-06-01,50.0,
2022,3,7,30,Application Tooling Group,Americas,150,Miscellaneous Tools,583.0,175842.16,25248.476,25723.941,2022-07-01,51.5,
2022,3,9,39,Application Tooling Group,Americas,148,Powered Crimp Tools,35.0,7444.59,25248.476,25723.941,2022-09-01,58.6,
2015,3,7,28,Application Tooling Group,Americas,50,Insertion-Extraction Tools,11290.0,39427.67,18193.707,18306.96,2015-07-01,93.1,0.75
2018,2,5,20,Application Tooling Group,Americas,42,Assembled Applicators,3193.0,1173732.08,20155.486,20470.197,2018-05-01,98.0,2.25
2019,4,11,47,Application Tooling Group,Americas,42,Assembled Applicators,2580.0,1147132.08,21531.839,21706.532,2019-11-01,96.8,2.25
2015,2,5,21,Application Tooling Group,Americas,50,Insertion-Extraction Tools,16778.0,44988.97,17991.348,18193.707,2015-05-01,90.7,0.75
2019,2,4,16,Application Tooling Group,Americas,51,Connector Seating Machines,11.0,45765.21,21013.085,21272.448,2019-04-01,97.2,3.0
2016,2,5,21,Application Tooling Group,Americas,50,Insertion-Extraction Tools,14755.0,55537.77,18425.306,18611.617,2016-05-01,94.7,1.0
2015,4,12,52,Application Tooling Group,Americas,42,Assembled Applicators,2447.0,287275.19,18306.96,18332.079,2015-12-01,92.6,1.0
2017,4,10,42,Application Tooling Group,Americas,42,Assembled Applicators,2042.0,950052.73,19561.896,19894.75,2017-10-01,100.7,1.75
2019,4,12,50,Application Tooling Group,Americas,148,Powered Crimp Tools,66.0,62434.17,21531.839,21706.532,2019-12-01,99.3,2.25
2017,3,9,36,Application Tooling Group,Americas,148,Powered Crimp Tools,57.0,85044.21,19304.506,19561.896,2017-09-01,95.1,1.75
2020,3,8,31,Application Tooling Group,Americas,51,Connector Seating Machines,6.0,4382.31,19636.731,21362.428,2020-08-01,74.1,0.25
2019,3,9,36,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,255.0,28131.15,21272.448,21531.839,2019-09-01,93.2,2.5
2016,2,6,24,Application Tooling Group,Americas,43,Pin Insertion Machines,5.0,2107.55,18425.306,18611.617,2016-06-01,93.5,1.0
2020,4,10,42,Application Tooling Group,Americas,148,Powered Crimp Tools,13.0,26749.12,21362.428,21704.706,2020-10-01,81.8,0.25
2021,1,3,12,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,71.0,33919.89,24349.121,22313.85,2021-03-01,84.9,0.25
2018,3,8,34,Application Tooling Group,Americas,50,Insertion-Extraction Tools,63341.0,61488.6,20470.197,20687.278,2018-08-01,96.2,2.5
2018,2,5,19,Application Tooling Group,Americas,50,Insertion-Extraction Tools,13352.0,52563.76,20155.486,20470.197,2018-05-01,98.0,2.25
