fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value
2016,4,10,43,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,2168.0,193494.75,18775.459
2017,1,2,6,"Aerospace, Defense & Marine",Americas,JD2,369,692.0,3815.85,19894.75
2018,2,5,22,"Aerospace, Defense & Marine",Americas,JD2,369,2002.0,13983.56,20155.486
2017,1,2,6,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,415.0,22467.65,19894.75
2016,2,6,26,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,2153.0,138609.83,18425.306
2018,2,5,19,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,413.0,27901.05,20155.486
2016,4,10,40,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,756.0,42546.96,18775.459
2016,1,3,12,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,6.0,2904.0,18968.041
2019,1,1,1,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,4305.0,132253.75,21706.532
2016,3,9,38,"Aerospace, Defense & Marine",Americas,299,Box Connectors,4713.0,128049.14,18611.617
2018,2,4,17,"Aerospace, Defense & Marine",Americas,299,Box Connectors,13115.0,171053.49,20155.486
2016,1,3,12,"Aerospace, Defense & Marine",Americas,JB2,Rochester ROV,14100.0,360819.0,18968.041
2015,2,6,26,"Aerospace, Defense & Marine",Americas,JB2,Rochester ROV,34500.0,800285.0,17991.348
2018,3,7,28,"Aerospace, Defense & Marine",Americas,K78,Rochester Wirelines,132539.656,88373.23,20470.197
2018,2,5,21,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,2706.0,367804.24,20155.486
2015,3,8,32,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,9322.0,50813.05,18193.707
2017,2,4,14,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,525.0,121153.55,19148.194
2017,2,4,14,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,389.0,5250.39,19148.194
2016,1,2,8,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",3606.0,47478.11,18968.041
2015,2,6,26,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,1198.0,183178.85,17991.348
2017,4,10,43,"Aerospace, Defense & Marine",Americas,JB2,Rochester ROV,27903.544,610622.28,19561.896
2016,1,2,8,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,0.0,-144.53,18968.041
2017,1,2,7,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,461.0,97666.83,19894.75
2019,2,5,20,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,1374.0,48007.41,21013.085
2020,4,11,47,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,3108.046,87524.1,21362.428
2020,1,2,8,"Aerospace, Defense & Marine",Americas,547,MTC Solder,1975.0,41573.52,21704.706
2022,2,4,14,"Aerospace, Defense & Marine",Americas,257,ARINC Products,4700.0,1088.46,24740.48
2022,3,7,30,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,11231.0,102276.67,25248.476
2021,3,9,39,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,43441.924,286901.06,23046.934
2021,3,7,30,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,4677.0,61399.18,23046.934
2022,3,9,38,"Aerospace, Defense & Marine",Americas,LU4,Underwater Mateable Connector,11.0,99968.0,25248.476
2020,4,12,51,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,184228.0,1797500.14,21362.428
2020,4,11,45,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,389.0,6419.19,21362.428
2020,1,2,7,"Aerospace, Defense & Marine",Americas,JB6,Rochester Ocean Research,1312.0,2256.64,21704.706
2021,3,7,27,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,6426.708,3854.74,23046.934
2022,2,4,17,"Aerospace, Defense & Marine",Americas,712,System 6,42000.0,11444.8,24740.48
2021,1,2,8,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,74.0,28088.16,24349.121
2020,3,7,29,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,156.0,5742.86,19636.731
2020,3,8,32,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,12.0,2586.48,19636.731
2022,2,6,23,"Aerospace, Defense & Marine",Americas,AA3,Mil Spec Conn & Assys,6.0,23574.99,24740.48
2018,2,4,14,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,10096.0,99381.82,20155.486
2016,1,2,5,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,18937.0,276325.3,18968.041
2017,1,1,1,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,12642.0,143998.44,19894.75
2018,1,3,10,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,417.0,46979.34,20819.269
2018,2,6,23,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,292.0,60877.7,20155.486
2017,4,11,46,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,95.0,2137.5,19561.896
2017,2,5,19,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,1688.0,36588.64,19148.194
2016,3,9,37,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,305.0,13146.96,18611.617
2019,3,9,36,"Aerospace, Defense & Marine",Americas,088,G Series Products,1700.0,-23557.9,21272.448
2018,3,7,27,"Aerospace, Defense & Marine",Americas,088,G Series Products,30500.0,37221.72,20470.197
2017,3,7,30,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,6012.0,221448.67,19304.506
2019,2,6,23,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,-14521.0,8181.94,21013.085
2016,1,3,10,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,3420.0,224585.53,18968.041
2015,4,11,45,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,4329.0,42391.99,18306.96
2016,1,3,10,"Aerospace, Defense & Marine",Americas,088,G Series Products,60013.0,146567.88,18968.041
2017,3,9,39,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,5452.0,51520.2,19304.506
2019,2,6,25,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,1973.0,122748.36,21013.085
2018,3,8,35,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,337.0,45810.86,20470.197
2016,2,4,17,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,2190.0,103135.6,18425.306
2016,4,10,41,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,76723.0,436899.18,18775.459
2016,1,2,5,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,210.0,21659.53,18968.041
2019,1,2,8,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,3188.0,103659.1,21706.532
2018,2,6,23,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,596.0,40748.56,20155.486
2018,2,4,16,"Aerospace, Defense & Marine",Americas,JC3,Engine,1382.0,33022.1,20155.486
2019,2,6,24,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,8819.0,122926.11,21013.085
2019,4,12,51,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,7348.0,224268.7,21531.839
2019,3,7,27,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",4331.0,24086.04,21272.448
2018,2,5,20,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,830.0,44040.96,20155.486
2016,1,3,12,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,333.0,104864.0,18968.041
2016,4,11,47,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,20321.0,160634.53,18775.459
2016,2,5,22,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,825377.0,403365.15,18425.306
2015,3,7,29,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,432.0,48669.69,18193.707
2019,2,4,17,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,19161.948,94612.93,21013.085
2018,1,1,4,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,29273.0,259561.44,20819.269
2017,2,4,14,"Aerospace, Defense & Marine",Americas,B79,Microdot Micro-D & Rectangular Connectors,2889.0,67411.42,19148.194
2016,3,7,29,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,1540.0,38268.64,18611.617
2017,4,10,40,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,41705.784,102064.58,19561.896
2018,1,2,8,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,1550.0,82746.48,20819.269
2015,3,8,32,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,2049.0,63457.39,18193.707
2016,1,2,9,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,1661.0,48888.5,18968.041
2015,1,1,2,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,966.0,156027.75,18332.079
2018,2,5,18,"Aerospace, Defense & Marine",Americas,JD2,369,1882.0,13484.37,20155.486
2016,2,6,26,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,123.0,83709.38,18425.306
2017,4,11,44,"Aerospace, Defense & Marine",Americas,JD2,369,1040.0,6217.15,19561.896
2018,1,1,4,"Aerospace, Defense & Marine",Americas,JD2,369,747.0,6707.77,20819.269
2017,4,11,48,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,855.0,157029.5,19561.896
2019,4,10,41,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,3237.0,217324.81,21531.839
2015,4,10,42,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,1239.0,4785.6,18306.96
2019,2,6,24,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,927.0,79929.56,21013.085
2020,1,2,6,"Aerospace, Defense & Marine",Americas,JD2,369,3003.0,13735.63,21704.706
2021,2,5,21,"Aerospace, Defense & Marine",Americas,712,System 6,279750.0,58470.7,22313.85
2022,3,8,34,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,4853.0,40474.36,25248.476
2021,4,10,40,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,3321.0,29078.84,23550.42
2021,3,8,34,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,462.4,7078.81,23046.934
2021,1,1,4,"Aerospace, Defense & Marine",Americas,K80,Rochester Wire,360269.0,282226.9,24349.121
2021,1,1,1,"Aerospace, Defense & Marine",Americas,K80,Rochester Wire,262001.0,209784.36,24349.121
2022,3,9,36,"Aerospace, Defense & Marine",Americas,JD8,Signal,371149.0,93279.25,25248.476
2022,3,7,28,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,886.0,11807.08,25248.476
2020,4,12,49,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,66.0,21696.86,21362.428
2020,2,5,19,"Aerospace, Defense & Marine",Americas,F40,Hartman Panels and Miscellaneous,10.0,164185.88,21538.032
2020,3,7,29,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,5.0,63534.08,19636.731
2022,4,11,46,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,13.0,11943.65,25723.941
2020,1,2,6,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,12212.422,31937.27,21704.706
2022,3,9,36,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,3278.124,6312.27,25248.476
2022,4,12,49,"Aerospace, Defense & Marine",Americas,F39,Hartman DC Contactors,131.0,197578.01,25723.941
2021,2,6,26,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,185570.0,2901334.77,22313.85
2016,1,2,8,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,78.0,20280.58,18968.041
2015,2,5,19,"Aerospace, Defense & Marine",Americas,JC3,Engine,1350.0,72608.72,17991.348
2018,1,3,10,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,10759.212,229380.59,20819.269
2017,4,11,46,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,15.0,611.94,19561.896
2015,1,2,8,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,7352.081,132040.22,18332.079
2017,3,9,37,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,289.56,9860.43,19304.506
2018,2,4,15,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,2754.0,56493.01,20155.486
2017,2,6,24,"Aerospace, Defense & Marine",Americas,088,G Series Products,28835.0,55201.92,19148.194
2018,4,12,52,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,247001.0,786518.17,20687.278
2019,3,8,31,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,16889.577,144894.05,21272.448
2017,2,4,16,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,2406.396,70461.85,19148.194
2018,4,11,47,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,9771.888,231481.04,20687.278
2016,2,5,21,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,10164.775,430283.87,18425.306
2017,2,6,23,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,832.0,70995.84,19148.194
2016,1,1,2,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,306.0,129203.64,18968.041
2017,3,8,31,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,353.0,114428.74,19304.506
2018,2,4,17,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,172539.0,731820.02,20155.486
2017,1,1,4,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,63.0,44715.69,19894.75
2018,4,11,44,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,17595.0,199088.93,20687.278
2019,2,5,21,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,5101.0,82004.86,21013.085
2015,2,5,18,"Aerospace, Defense & Marine",Americas,547,MTC Solder,2021.0,23445.36,17991.348
2016,2,4,14,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,1102.001,14542.42,18425.306
2018,2,4,16,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,25.0,23700.25,20155.486
2016,4,11,46,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,14816.702,91514.12,18775.459
2015,2,6,23,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,140463.0,100709.84,17991.348
2019,2,4,14,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,66600.0,37810.0,21013.085
2015,4,10,41,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,403959.0,270441.13,18306.96
2018,3,9,38,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,268386.0,158753.58,20470.197
2016,4,10,42,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,103424.0,79351.25,18775.459
2015,4,10,42,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,16766.0,95732.61,18306.96
2017,3,9,36,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,23904.0,152170.62,19304.506
2015,1,2,6,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,9507.0,69058.44,18332.079
2016,3,7,28,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,2354.0,123675.24,18611.617
2018,1,1,1,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,3539.0,-23869.74,20819.269
2021,4,10,40,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,653.0,29533.15,23550.42
2021,4,12,49,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,1313.0,60118.85,23550.42
2020,1,1,1,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,721.0,53589.64,21704.706
2021,3,9,36,"Aerospace, Defense & Marine",Americas,257,ARINC Products,2545.0,8045.59,23046.934
2021,1,3,12,"Aerospace, Defense & Marine",Americas,B55,Rugged Whisper,360.0,74464.55,24349.121
2020,1,3,13,"Aerospace, Defense & Marine",Americas,088,G Series Products,13300.0,25336.02,21704.706
2020,4,10,43,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,4846.0,391896.04,21362.428
2022,3,8,31,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,4180.0,170490.64,25248.476
2019,3,9,36,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,97201.0,57984.83,21272.448
2017,2,6,25,"Aerospace, Defense & Marine",Americas,B79,Microdot Micro-D & Rectangular Connectors,33252.0,117782.43,19148.194
2017,3,9,37,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,15755.112,29982.23,19304.506
2018,4,11,48,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,14612.0,173361.4,20687.278
2015,4,12,52,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,4126.0,100954.76,18306.96
2015,4,11,47,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,962.0,63650.58,18306.96
2017,4,11,45,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,7275.0,195732.34,19561.896
2015,1,3,12,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,6889.0,176103.85,18332.079
2019,1,2,5,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,311.0,8391.38,21706.532
2018,4,10,42,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,3520.0,184527.4,20687.278
2017,2,4,15,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,6951.0,231018.67,19148.194
2015,1,3,11,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,4051.0,79085.39,18332.079
2018,1,1,4,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,6088.0,280349.63,20819.269
2018,4,10,41,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,1057.0,41790.3,20687.278
2019,1,3,13,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,11138.0,309046.09,21706.532
2017,4,12,50,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,336.0,-26609.56,19561.896
2019,1,3,13,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,1779.0,234595.42,21706.532
2017,4,12,52,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,6.0,684.0,19561.896
2017,1,3,11,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,6.0,4640.94,19894.75
2018,4,10,40,"Aerospace, Defense & Marine",Americas,299,Box Connectors,5143.0,75354.41,20687.278
2018,1,3,11,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,9033.0,329590.73,20819.269
2019,4,11,44,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,1139.0,204002.05,21531.839
2016,1,2,6,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,798.0,48379.47,18968.041
2018,3,7,28,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,28071.248,234640.46,20470.197
2015,1,3,10,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,503.0,37638.23,18332.079
2018,4,11,45,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,38695.0,286264.57,20687.278
2018,1,2,9,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,33020.0,289693.9,20819.269
2016,4,10,40,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,24365.754,133059.98,18775.459
2018,3,8,31,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,22656.356,145473.03,20470.197
2016,1,3,10,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,11.0,15402.41,18968.041
2019,4,10,43,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,9084.0,315075.38,21531.839
2019,4,10,43,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,2071.0,199286.59,21531.839
2019,4,12,49,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,1220.0,591819.31,21531.839
2015,1,1,1,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,115.0,25849.92,18332.079
2018,2,5,20,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,3965.0,122477.4,20155.486
2018,3,7,28,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,16148.0,370096.93,20470.197
2017,4,10,41,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,78825.0,41197.95,19561.896
2019,2,5,20,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,472195.0,260044.4,21013.085
2018,4,10,40,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,516100.0,294078.03,20687.278
2016,1,2,5,"Aerospace, Defense & Marine",Americas,914,55 Cable,240112.904,335108.25,18968.041
2017,4,10,40,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,83864.0,33472.92,19561.896
2015,3,8,33,"Aerospace, Defense & Marine",Americas,914,55 Cable,358734.362,400445.28,18193.707
2019,3,8,35,"Aerospace, Defense & Marine",Americas,914,55 Cable,646573.767,1197957.83,21272.448
2019,3,9,37,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,12156.0,179798.5,21272.448
2015,1,3,13,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,4700.0,55986.26,18332.079
2016,3,9,39,"Aerospace, Defense & Marine",Americas,912,44 Cable,75060.658,118075.77,18611.617
2016,2,6,25,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,8364.0,78556.79,18425.306
2019,2,4,16,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,11515.0,105671.29,21013.085
2019,2,5,19,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,1028.0,79440.7,21013.085
2018,3,9,36,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,4008.0,-6257.89,20470.197
2017,3,8,33,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,1363.0,131142.9,19304.506
2016,4,12,51,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,7276.0,67831.95,18775.459
2015,1,1,3,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,83.0,28857.36,18332.079
2019,3,9,37,"Aerospace, Defense & Marine",Americas,JC3,Engine,4282.0,126248.97,21272.448
2016,4,11,47,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,438500.0,244606.16,18775.459
2018,2,6,23,"Aerospace, Defense & Marine",Americas,F43,High Voltage Communication Relays - Kilovac,8648.0,237305.07,20155.486
2017,1,1,4,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,11.0,1456468.18,19894.75
2018,4,12,51,"Aerospace, Defense & Marine",Americas,K79,Rochester EOP,36089.24,36120.0,20687.278
2017,1,1,4,"Aerospace, Defense & Marine",Americas,LV6,Special Charges,5.0,20345.16,19894.75
2018,1,1,4,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,15845.0,108761.26,20819.269
2015,1,2,6,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,7014.972,136714.23,18332.079
2018,2,5,22,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,5782.056,134826.86,20155.486
2019,4,10,42,"Aerospace, Defense & Marine",Americas,JC3,Engine,4168.0,63825.34,21531.839
2018,1,1,3,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,24499.0,82169.6,20819.269
2015,4,12,50,"Aerospace, Defense & Marine",Americas,K80,Rochester Wire,217996.0,166656.83,18306.96
2016,2,5,19,"Aerospace, Defense & Marine",Americas,JB3,Rochester MUX,13501.0,240275.0,18425.306
2017,2,5,19,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,41112.0,341592.59,19148.194
2018,4,11,47,"Aerospace, Defense & Marine",Americas,912,44 Cable,70730.95,85474.08,20687.278
2019,1,3,13,"Aerospace, Defense & Marine",Americas,912,44 Cable,246725.541,251993.51,21706.532
2018,2,4,16,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,136497.0,91177.84,20155.486
2019,1,1,4,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,405688.0,242606.54,21706.532
2016,2,6,25,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,24.0,4247.9,18425.306
2016,4,10,41,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,56.0,13541.22,18775.459
2018,4,11,48,"Aerospace, Defense & Marine",Americas,JD8,Signal,3387685.0,586397.3,20687.278
2017,4,11,46,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,2686.144,41476.48,19561.896
2016,4,12,50,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,16.0,12744.2,18775.459
2019,2,6,26,"Aerospace, Defense & Marine",Americas,AA3,Mil Spec Conn & Assys,356.0,1144355.77,21013.085
2015,4,11,47,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,59096.0,302496.16,18306.96
2017,3,8,31,"Aerospace, Defense & Marine",Americas,F43,High Voltage Communication Relays - Kilovac,2226.0,71190.09,19304.506
2017,4,11,48,"Aerospace, Defense & Marine",Americas,088,G Series Products,70550.0,203853.46,19561.896
2016,3,9,36,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,2.0,901.36,18611.617
2016,2,6,24,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,18728.8,232376.39,18425.306
2018,3,8,31,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,20861.0,39594.76,20470.197
2018,2,4,15,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,9393.81,177762.19,20155.486
2016,2,5,20,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,7239.0,199298.02,18425.306
2019,3,8,35,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,202660.0,846070.49,21272.448
2017,2,4,15,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,2733.0,83898.22,19148.194
2017,3,7,28,"Aerospace, Defense & Marine",Americas,088,G Series Products,29200.0,44939.52,19304.506
2017,3,8,32,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,341.0,25696.51,19304.506
2019,4,12,52,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,13700.0,325696.8,21531.839
2017,2,5,18,"Aerospace, Defense & Marine",Americas,088,G Series Products,7600.0,1414.14,19148.194
2019,1,2,6,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,42914.316,60806.35,21706.532
2018,4,11,46,"Aerospace, Defense & Marine",Americas,JD8,Signal,1206932.0,255493.61,20687.278
2018,2,6,26,"Aerospace, Defense & Marine",Americas,JD8,Signal,4027394.0,561473.26,20155.486
2016,1,2,8,"Aerospace, Defense & Marine",Americas,LU4,Underwater Mateable Connector,1.0,9151.0,18968.041
2016,2,6,24,"Aerospace, Defense & Marine",Americas,LU4,Underwater Mateable Connector,2.0,9488.0,18425.306
2019,3,7,29,"Aerospace, Defense & Marine",Americas,LV6,Special Charges,2.0,2400.0,21272.448
2019,1,3,12,"Aerospace, Defense & Marine",Americas,K79,Rochester EOP,16404.2,21000.0,21706.532
2019,2,5,19,"Aerospace, Defense & Marine",Americas,JB6,Rochester Ocean Research,3280.84,3640.0,21013.085
2016,2,4,14,"Aerospace, Defense & Marine",Americas,JB6,Rochester Ocean Research,6561.68,4660.0,18425.306
2021,2,4,15,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,4275.0,57353.7,22313.85
2020,1,1,2,"Aerospace, Defense & Marine",Americas,JC3,Engine,9240.0,132362.83,21704.706
2022,3,9,36,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,2823.0,219650.86,25248.476
