fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,CSENT,Interest_rate,Inflation
2015,4,12,51,Appliances,Americas,518,AMP Univ. and Power Double Lock,4245206.0,89363.18,18306.96,92.6,1.0,2.4436874
2017,3,8,32,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2453495.0,88241.03,19304.506,96.8,1.75,2.089832
2019,3,8,34,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,27161503.0,450321.69,21272.448,89.8,2.75,2.629246
2016,2,4,16,Appliances,Americas,217,Ultra-Fast,4353934.0,161574.95,18425.306,89.0,1.0,2.537996
2015,3,9,37,Appliances,Americas,212,Open Barrel Rings & Spades,6722300.0,161983.92,18193.707,87.2,0.75,2.279431
2016,1,3,13,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,25871311.0,408331.28,18968.041,91.0,1.0,2.531878
2016,3,7,27,Appliances,Americas,344,Hermetic Cluster Blocks,5154300.0,64519.21,18611.617,90.0,1.0,2.5758512
2017,2,5,21,Appliances,Americas,213,Miscellaneous Open Barrel Products,4245285.0,49623.89,19148.194,97.1,1.5,2.155911
2017,1,1,3,Appliances,Americas,094,"Pins, Plugs and Receptacles",1536100.0,44892.85,19894.75,98.5,1.25,2.661562
2016,1,1,3,Appliances,Americas,607,DW-All Other Dual Wall,785015.386,83784.35,18968.041,92.0,1.0,2.4667222
2016,4,10,43,Appliances,Americas,JJ4,RAST 5 non-IDC,1501202.0,74279.17,18775.459,87.2,1.0,2.5095184
2019,3,7,28,Appliances,Americas,JJ4,RAST 5 non-IDC,2262415.0,92213.55,21272.448,98.4,3.0,2.460848
2017,3,9,37,Appliances,Americas,213,Miscellaneous Open Barrel Products,5061553.0,64522.07,19304.506,95.1,1.75,2.106697
2015,4,12,52,Appliances,Americas,094,"Pins, Plugs and Receptacles",1281105.0,22163.02,18306.96,92.6,1.0,2.4436874
2018,4,12,51,Appliances,Americas,213,Miscellaneous Open Barrel Products,4320723.0,62298.91,20687.278,98.3,3.0,2.46437
2021,4,10,43,Appliances,Americas,Z27,Relay T92,25200.0,61472.66,23550.42,71.7,,3.035619
2018,2,6,26,Appliances,Americas,095,Appliance Connectors,369550.0,32440.04,20155.486,98.2,2.5,2.553219
2015,2,6,24,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,13781632.0,503631.35,17991.348,96.1,0.75,2.1147326
2016,3,9,38,Appliances,Americas,Z27,Relay T92,24120.0,52077.0,18611.617,91.2,1.0,2.6321032
2016,2,5,19,Appliances,Americas,Z27,Relay T92,180.0,1032.48,18425.306,94.7,1.0,2.5711572
2016,2,6,25,Appliances,Americas,Z27,Relay T92,16320.0,35262.0,18425.306,93.5,1.0,2.5689022
2020,1,2,6,Appliances,Americas,G31,VAL-U-LOK,1735452.0,35198.01,21704.706,101.0,2.25,2.812936
2022,4,10,41,Appliances,Americas,715,Polyolefins ETC,1662865.0,443690.24,25723.941,59.9,,6.364809
2021,3,7,29,Appliances,Americas,G59,Appliance Miniature PCB Relays,180995.0,77920.45,23046.934,81.2,0.25,2.315464
2020,1,1,1,Appliances,Americas,095,Appliance Connectors,352400.0,34736.64,21704.706,99.8,2.25,2.797067
2022,4,12,50,Appliances,Americas,094,"Pins, Plugs and Receptacles",909010.0,59324.7,25723.941,59.7,,6.617223
2021,3,8,33,Appliances,Americas,Z27,Relay T92,5760.0,15243.36,23046.934,70.3,0.25,2.343064
2017,2,6,25,Appliances,Americas,715,Polyolefins ETC,1482724.77,185136.82,19148.194,95.0,1.75,2.13853
2015,4,12,52,Appliances,Americas,715,Polyolefins ETC,3082734.934,305607.66,18306.96,92.6,1.0,2.4436874
2016,2,5,21,Appliances,Americas,217,Ultra-Fast,6594225.0,277478.65,18425.306,94.7,1.0,2.5711572
2015,1,1,2,Appliances,Americas,715,Polyolefins ETC,2229849.1,152124.66,18332.079,98.1,0.75,1.985653
2019,4,10,42,Appliances,Americas,715,Polyolefins ETC,2164269.393,251566.8,21531.839,95.5,2.25,2.733341
2018,4,10,40,Appliances,Americas,715,Polyolefins ETC,1865065.934,171126.29,20687.278,98.6,2.75,2.414988
2017,4,12,50,Appliances,Americas,217,Ultra-Fast,8603255.0,440060.27,19561.896,95.9,2.0,2.125472
2015,2,6,23,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,12908774.0,451280.07,17991.348,96.1,0.75,2.1147326
2016,4,12,52,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,30264899.0,593234.99,18775.459,98.2,1.25,2.594944
2019,3,8,33,Appliances,Americas,326,FASTIN-FASTON,1404114.0,47726.56,21272.448,89.8,2.75,2.629246
2017,1,3,12,Appliances,Americas,327,Positive Lock,3020156.0,51152.3,19894.75,96.9,1.5,2.453344
2019,3,8,33,Appliances,Americas,223,AMPLIVAR,13605050.0,188009.71,21272.448,89.8,2.75,2.629246
2016,3,7,29,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2194555.0,79853.12,18611.617,90.0,1.0,2.5758512
2016,4,11,45,Appliances,Americas,607,DW-All Other Dual Wall,1214581.071,206173.32,18775.459,93.8,1.0,2.5258013
2015,1,3,12,Appliances,Americas,607,DW-All Other Dual Wall,896079.698,320841.44,18332.079,93.0,0.75,1.9991371
2016,3,7,27,Appliances,Americas,213,Miscellaneous Open Barrel Products,4279100.0,47971.14,18611.617,90.0,1.0,2.5758512
2015,1,2,5,Appliances,Americas,212,Open Barrel Rings & Spades,7108916.0,130766.92,18332.079,95.4,0.75,1.9819969
2017,3,9,39,Appliances,Americas,094,"Pins, Plugs and Receptacles",2758950.0,70654.23,19304.506,95.1,1.75,2.106697
2019,2,4,15,Appliances,Americas,607,DW-All Other Dual Wall,1239581.84,293924.01,21013.085,97.2,3.0,2.407927
2018,3,9,38,Appliances,Americas,607,DW-All Other Dual Wall,981035.955,427201.99,20470.197,100.1,2.75,2.461933
2018,2,6,25,Appliances,Americas,607,DW-All Other Dual Wall,888864.527,344113.62,20155.486,98.2,2.5,2.553219
2015,1,3,13,Appliances,Americas,213,Miscellaneous Open Barrel Products,1630800.0,20313.1,18332.079,93.0,0.75,1.9991371
2016,2,5,20,Appliances,Americas,213,Miscellaneous Open Barrel Products,5013010.0,68268.56,18425.306,94.7,1.0,2.5711572
2019,3,8,32,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,129039.71,21272.448,89.8,2.75,2.629246
2018,4,11,45,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,174437.07,20687.278,97.5,2.75,2.476794
2016,3,8,34,Appliances,Americas,442,Power Key 5.0,545600.0,20547.24,18611.617,89.8,1.0,2.7228064
2015,2,5,22,Appliances,Americas,442,Power Key 5.0,468010.0,11740.49,17991.348,90.7,0.75,2.0668869
2019,1,2,7,Appliances,Americas,442,Power Key 5.0,1183500.0,22810.98,21706.532,93.8,3.0,2.376648
2016,2,4,14,Appliances,Americas,223,AMPLIVAR,3436550.0,88226.7,18425.306,89.0,1.0,2.537996
2016,2,5,21,Appliances,Americas,103,MTA & SL 156,2406010.0,143501.87,18425.306,94.7,1.0,2.5711572
2016,2,6,24,Appliances,Americas,344,Hermetic Cluster Blocks,1483150.0,52158.77,18425.306,93.5,1.0,2.5689022
2018,1,1,2,Appliances,Americas,344,Hermetic Cluster Blocks,2572930.0,68173.96,20819.269,95.7,2.0,2.166305
2019,4,11,45,Appliances,Americas,344,Hermetic Cluster Blocks,292548.0,18563.03,21531.839,96.8,2.25,2.768217
2017,3,9,36,Appliances,Americas,239,MICRO MATE-N-LOK,1911068.0,122054.45,19304.506,95.1,1.75,2.106697
2019,1,2,6,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,868079.0,61610.5,21706.532,93.8,3.0,2.376648
2018,2,5,18,Appliances,Americas,239,MICRO MATE-N-LOK,585564.0,65880.01,20155.486,98.0,2.25,2.544991
2018,4,11,45,Appliances,Americas,G59,Appliance Miniature PCB Relays,57520.0,-23625.59,20687.278,97.5,2.75,2.476794
2019,1,3,13,Appliances,Americas,G59,Appliance Miniature PCB Relays,28023.0,10414.7,21706.532,98.4,3.0,2.399684
2015,2,5,22,Appliances,Americas,326,FASTIN-FASTON,2411984.0,58623.62,17991.348,90.7,0.75,2.0668869
2017,2,4,14,Appliances,Americas,217,Ultra-Fast,2938574.0,57707.59,19148.194,97.0,1.5,2.25217
2016,4,11,48,Appliances,Americas,326,FASTIN-FASTON,3070422.0,112662.99,18775.459,93.8,1.0,2.5258013
2019,3,8,35,Appliances,Americas,766,DW-ES/Auto Splice Seal,917534.0,102065.1,21272.448,89.8,2.75,2.629246
2019,4,11,48,Appliances,Americas,766,DW-ES/Auto Splice Seal,935300.0,62417.07,21531.839,96.8,2.25,2.768217
2016,3,7,30,Appliances,Americas,766,DW-ES/Auto Splice Seal,1144664.4,119491.42,18611.617,90.0,1.0,2.5758512
2015,4,10,40,Appliances,Americas,766,DW-ES/Auto Splice Seal,1333467.0,-16370.62,18306.96,90.0,0.75,2.3462109
2019,4,11,44,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,1674644.0,63998.0,21531.839,96.8,2.25,2.768217
2019,1,2,6,Appliances,Americas,766,DW-ES/Auto Splice Seal,1499360.0,106384.42,21706.532,93.8,3.0,2.376648
2017,1,1,4,Appliances,Americas,Z27,Relay T92,29280.0,61235.46,19894.75,98.5,1.25,2.661562
2015,2,5,18,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,13331467.0,777179.49,17991.348,90.7,0.75,2.0668869
2015,1,3,11,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2854241.0,152596.74,18332.079,93.0,0.75,1.9991371
2017,1,1,4,Appliances,Americas,104,MTA 100 & CSTII 100,1194309.0,99922.3,19894.75,98.5,1.25,2.661562
2018,4,10,43,Appliances,Americas,104,MTA 100 & CSTII 100,4375288.0,213047.68,20687.278,98.6,2.75,2.414988
2018,3,7,27,Appliances,Americas,518,AMP Univ. and Power Double Lock,2470725.0,54617.84,20470.197,97.9,2.5,2.519634
2019,4,12,49,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,12282350.0,393118.92,21531.839,99.3,2.25,2.746361
2019,2,6,24,Appliances,Americas,095,Appliance Connectors,556200.0,57149.36,21013.085,98.2,3.0,2.421751
2015,2,4,16,Appliances,Americas,095,Appliance Connectors,554750.0,58612.23,17991.348,95.9,0.75,2.0631236
2015,3,9,37,Appliances,Americas,766,DW-ES/Auto Splice Seal,2092708.2,231797.11,18193.707,87.2,0.75,2.279431
2018,3,9,38,Appliances,Americas,326,FASTIN-FASTON,2671711.0,95803.81,20470.197,100.1,2.75,2.461933
2017,4,10,42,Appliances,Americas,766,DW-ES/Auto Splice Seal,1391299.2,84227.02,19561.896,100.7,1.75,2.192819
2019,1,2,7,Appliances,Americas,326,FASTIN-FASTON,1654587.0,50517.94,21706.532,93.8,3.0,2.376648
2016,2,4,14,Appliances,Americas,327,Positive Lock,1112835.0,33150.09,18425.306,89.0,1.0,2.537996
2017,4,10,42,Appliances,Americas,103,MTA & SL 156,5002545.0,153464.44,19561.896,100.7,1.75,2.192819
2017,3,7,29,Appliances,Americas,103,MTA & SL 156,4617220.0,131882.19,19304.506,93.4,1.75,2.146769
2015,1,3,13,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2077804.0,187720.16,18332.079,93.0,0.75,1.9991371
2016,2,4,16,Appliances,Americas,103,MTA & SL 156,3223370.0,147570.27,18425.306,89.0,1.0,2.537996
2017,1,3,11,Appliances,Americas,103,MTA & SL 156,3370126.0,135528.79,19894.75,96.9,1.5,2.453344
2015,3,7,27,Appliances,Americas,G31,VAL-U-LOK,1641069.0,29933.44,18193.707,93.1,0.75,2.1414477
2019,3,8,33,Appliances,Americas,Z27,Relay T92,34710.0,93068.21,21272.448,89.8,2.75,2.629246
2015,3,9,39,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,27301733.0,1317881.76,18193.707,87.2,0.75,2.279431
2017,2,5,18,Appliances,Americas,Z27,Relay T92,18300.0,40444.5,19148.194,97.1,1.5,2.155911
2018,2,5,22,Appliances,Americas,104,MTA 100 & CSTII 100,4164610.0,185849.54,20155.486,98.0,2.25,2.544991
2016,2,6,25,Appliances,Americas,104,MTA 100 & CSTII 100,1360340.0,124870.71,18425.306,93.5,1.0,2.5689022
2015,4,10,41,Appliances,Americas,104,MTA 100 & CSTII 100,1626370.0,164496.75,18306.96,90.0,0.75,2.3462109
2017,3,7,29,Appliances,Americas,104,MTA 100 & CSTII 100,3591954.0,227502.24,19304.506,93.4,1.75,2.146769
2019,1,3,12,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,10577771.0,581107.42,21706.532,98.4,3.0,2.399684
2016,3,8,33,Appliances,Americas,100,Economy Power,1896442.0,52014.69,18611.617,89.8,1.0,2.7228064
2016,3,9,37,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,13822298.0,525543.24,18611.617,91.2,1.0,2.6321032
2016,2,6,24,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2838500.0,260935.29,18425.306,93.5,1.0,2.5689022
2016,4,10,42,Appliances,Americas,103,MTA & SL 156,2578340.0,91233.62,18775.459,87.2,1.0,2.5095184
2017,1,1,3,Appliances,Americas,100,Economy Power,1340397.0,18974.59,19894.75,98.5,1.25,2.661562
2019,3,7,28,Appliances,Americas,J35,Power Triple Lock,2283400.0,61140.89,21272.448,98.4,3.0,2.460848
2019,3,9,37,Appliances,Americas,223,AMPLIVAR,6759000.0,78639.78,21272.448,93.2,2.5,2.606767
2015,4,11,45,Appliances,Americas,G31,VAL-U-LOK,1269387.0,17295.71,18306.96,91.3,0.75,2.4052606
2020,1,1,3,Appliances,Americas,100,Economy Power,1634118.0,40505.18,21704.706,99.8,2.25,2.797067
2020,4,12,49,Appliances,Americas,J35,Power Triple Lock,3403420.0,116406.94,21362.428,80.7,0.25,1.716599
2016,3,8,32,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2073060.0,77839.58,18611.617,89.8,1.0,2.7228064
2017,3,7,27,Appliances,Americas,095,Appliance Connectors,658500.0,61192.36,19304.506,93.4,1.75,2.146769
2015,2,6,26,Appliances,Americas,095,Appliance Connectors,1963500.0,224385.98,17991.348,96.1,0.75,2.1147326
2015,1,3,11,Appliances,Americas,095,Appliance Connectors,756000.0,89497.36,18332.079,93.0,0.75,1.9991371
2017,2,5,19,Appliances,Americas,715,Polyolefins ETC,2148682.28,291549.87,19148.194,97.1,1.5,2.155911
2018,3,8,31,Appliances,Americas,104,MTA 100 & CSTII 100,4286843.0,160171.27,20470.197,96.2,2.5,2.432878
2016,4,12,52,Appliances,Americas,095,Appliance Connectors,981800.0,81214.57,18775.459,98.2,1.25,2.594944
2018,1,3,13,Appliances,Americas,095,Appliance Connectors,0.0,-2182.58,20819.269,101.4,2.25,2.369197
2016,2,4,16,Appliances,Americas,095,Appliance Connectors,103000.0,23393.54,18425.306,89.0,1.0,2.537996
2016,4,11,46,Appliances,Americas,G31,VAL-U-LOK,1486267.0,39514.17,18775.459,93.8,1.0,2.5258013
2018,2,4,17,Appliances,Americas,J35,Power Triple Lock,2827130.0,73180.19,20155.486,98.8,2.25,2.493423
2018,1,2,6,Appliances,Americas,G31,VAL-U-LOK,1572154.0,52891.24,20819.269,99.7,2.0,2.131896
2017,4,10,41,Appliances,Americas,223,AMPLIVAR,6520062.0,33568.89,19561.896,100.7,1.75,2.192819
2019,4,11,48,Appliances,Americas,344,Hermetic Cluster Blocks,2887780.0,56888.46,21531.839,96.8,2.25,2.768217
2018,1,3,11,Appliances,Americas,G59,Appliance Miniature PCB Relays,41511.0,15028.01,20819.269,101.4,2.25,2.369197
2015,3,8,34,Appliances,Americas,103,MTA & SL 156,3582451.0,157085.55,18193.707,91.9,0.75,2.1802398
2019,3,8,34,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,12830689.0,397628.83,21272.448,89.8,2.75,2.629246
2015,3,8,32,Appliances,Americas,100,Economy Power,962132.0,29870.86,18193.707,91.9,0.75,2.1802398
2016,4,10,40,Appliances,Americas,100,Economy Power,1369977.0,15087.08,18775.459,87.2,1.0,2.5095184
2016,4,11,47,Appliances,Americas,103,MTA & SL 156,3033122.0,176333.42,18775.459,93.8,1.0,2.5258013
2019,4,11,44,Appliances,Americas,103,MTA & SL 156,2475637.0,109303.79,21531.839,96.8,2.25,2.768217
2018,2,6,23,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,-723.8,20155.486,98.2,2.5,2.553219
2018,4,12,49,Appliances,Americas,344,Hermetic Cluster Blocks,1284790.0,48218.55,20687.278,98.3,3.0,2.46437
2016,3,8,34,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1419739.0,86100.36,18611.617,89.8,1.0,2.7228064
2019,3,8,32,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,15942834.0,508683.27,21272.448,89.8,2.75,2.629246
2016,1,2,9,Appliances,Americas,223,AMPLIVAR,5111209.0,32995.58,18968.041,91.7,1.0,2.5442092
2015,3,9,38,Appliances,Americas,223,AMPLIVAR,8378844.0,74215.32,18193.707,87.2,0.75,2.279431
2019,2,5,19,Appliances,Americas,223,AMPLIVAR,8216425.0,62997.52,21013.085,100.0,3.0,2.39723
2018,1,2,5,Appliances,Americas,223,AMPLIVAR,7330555.0,42454.87,20819.269,99.7,2.0,2.131896
2020,3,9,39,Appliances,Americas,518,AMP Univ. and Power Double Lock,5340937.0,141087.7,19636.731,80.4,0.25,2.077391
2020,2,6,26,Appliances,Americas,715,Polyolefins ETC,1479296.723,145574.43,21538.032,78.1,0.25,2.058146
2020,3,8,33,Appliances,Americas,G59,Appliance Miniature PCB Relays,85208.0,35046.09,19636.731,74.1,0.25,2.288978
2022,2,5,19,Appliances,Americas,344,Hermetic Cluster Blocks,655500.0,41987.16,24740.48,58.4,,4.985582
2022,4,12,51,Appliances,Americas,094,"Pins, Plugs and Receptacles",1892100.0,90547.03,25723.941,59.7,,6.617223
2022,2,4,14,Appliances,Americas,239,MICRO MATE-N-LOK,575636.0,80981.83,24740.48,65.2,,4.721803
2022,1,2,8,Appliances,Americas,JJ4,RAST 5 non-IDC,2300381.0,112437.24,26144.956,62.8,,4.30707
2022,1,1,2,Appliances,Americas,715,Polyolefins ETC,2058795.36,176227.12,26144.956,67.2,,3.988659
2022,3,7,29,Appliances,Americas,JJ4,RAST 5 non-IDC,1515716.0,92657.79,25248.476,51.5,,5.625329
2020,4,12,52,Appliances,Americas,213,Miscellaneous Open Barrel Products,4955950.0,59728.83,21362.428,80.7,0.25,1.716599
2020,3,9,37,Appliances,Americas,326,FASTIN-FASTON,927911.0,26927.65,19636.731,80.4,0.25,2.077391
2020,2,5,18,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,11167803.0,416463.94,21538.032,72.3,0.25,2.084208
2015,3,7,28,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,770210.0,30746.74,18193.707,93.1,0.75,2.1414477
2016,1,3,11,Appliances,Americas,223,AMPLIVAR,8315175.0,111251.69,18968.041,91.0,1.0,2.531878
2018,1,1,4,Appliances,Americas,095,Appliance Connectors,832600.0,81765.96,20819.269,95.7,2.0,2.166305
2019,1,3,10,Appliances,Americas,715,Polyolefins ETC,2438116.193,298472.58,21706.532,98.4,3.0,2.399684
2017,4,12,49,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,24728989.0,416126.24,19561.896,95.9,2.0,2.125472
2016,2,5,18,Appliances,Americas,212,Open Barrel Rings & Spades,5776070.0,151326.53,18425.306,94.7,1.0,2.5711572
2018,3,8,32,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,28407844.0,519866.93,20470.197,96.2,2.5,2.432878
2016,3,9,36,Appliances,Americas,327,Positive Lock,3782327.0,74425.34,18611.617,91.2,1.0,2.6321032
2017,1,1,3,Appliances,Americas,327,Positive Lock,2795260.0,66600.84,19894.75,98.5,1.25,2.661562
2015,4,11,46,Appliances,Americas,327,Positive Lock,3570756.0,80681.64,18306.96,91.3,0.75,2.4052606
2018,3,8,31,Appliances,Americas,766,DW-ES/Auto Splice Seal,701670.0,28124.45,20470.197,96.2,2.5,2.432878
2015,4,10,41,Appliances,Americas,326,FASTIN-FASTON,2152161.0,74268.38,18306.96,90.0,0.75,2.3462109
2015,2,6,26,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,5426254.0,209247.08,17991.348,96.1,0.75,2.1147326
2015,4,12,50,Appliances,Americas,766,DW-ES/Auto Splice Seal,1495442.2,-2376.79,18306.96,92.6,1.0,2.4436874
2015,2,6,25,Appliances,Americas,903,Appliance Cable Assembly Product,-1.0,-45511.26,17991.348,96.1,0.75,2.1147326
2019,1,1,2,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2179585.0,68573.46,21706.532,91.2,3.0,2.385533
2018,1,2,8,Appliances,Americas,239,MICRO MATE-N-LOK,675383.0,69346.7,20819.269,99.7,2.0,2.131896
2016,2,5,20,Appliances,Americas,239,MICRO MATE-N-LOK,1039131.0,69963.76,18425.306,94.7,1.0,2.5711572
2018,1,2,9,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2266385.0,136406.63,20819.269,99.7,2.0,2.131896
2018,3,7,28,Appliances,Americas,G59,Appliance Miniature PCB Relays,51043.0,26875.89,20470.197,97.9,2.5,2.519634
2015,4,12,49,Appliances,Americas,104,MTA 100 & CSTII 100,3211851.0,214210.87,18306.96,92.6,1.0,2.4436874
2019,1,3,10,Appliances,Americas,104,MTA 100 & CSTII 100,1127479.0,-168600.38,21706.532,98.4,3.0,2.399684
2016,4,11,48,Appliances,Americas,104,MTA 100 & CSTII 100,4137623.0,158731.07,18775.459,93.8,1.0,2.5258013
2016,2,5,21,Appliances,Americas,104,MTA 100 & CSTII 100,1901813.0,121499.14,18425.306,94.7,1.0,2.5711572
2017,4,10,41,Appliances,Americas,104,MTA 100 & CSTII 100,3178392.0,128261.62,19561.896,100.7,1.75,2.192819
2015,2,6,23,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2485670.0,248310.96,17991.348,96.1,0.75,2.1147326
2016,4,10,40,Appliances,Americas,212,Open Barrel Rings & Spades,4380885.0,72601.88,18775.459,87.2,1.0,2.5095184
2017,3,9,39,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2293177.0,115066.57,19304.506,95.1,1.75,2.106697
2017,1,3,12,Appliances,Americas,442,Power Key 5.0,676000.0,10455.16,19894.75,96.9,1.5,2.453344
2019,2,4,14,Appliances,Americas,442,Power Key 5.0,361997.0,-9231.85,21013.085,97.2,3.0,2.407927
2015,1,3,11,Appliances,Americas,442,Power Key 5.0,530050.0,13266.01,18332.079,93.0,0.75,1.9991371
2016,2,4,14,Appliances,Americas,518,AMP Univ. and Power Double Lock,2054029.0,50005.55,18425.306,89.0,1.0,2.537996
2019,2,5,18,Appliances,Americas,766,DW-ES/Auto Splice Seal,717959.0,93461.76,21013.085,100.0,3.0,2.39723
2015,1,1,1,Appliances,Americas,326,FASTIN-FASTON,3299533.0,70786.19,18332.079,98.1,0.75,1.985653
2019,3,9,38,Appliances,Americas,766,DW-ES/Auto Splice Seal,664652.0,61906.44,21272.448,93.2,2.5,2.606767
2019,2,6,25,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2109700.0,94096.55,21013.085,98.2,3.0,2.421751
2019,3,8,33,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2205200.0,78787.09,21272.448,89.8,2.75,2.629246
2015,4,11,44,Appliances,Americas,766,DW-ES/Auto Splice Seal,1436990.638,103612.4,18306.96,91.3,0.75,2.4052606
2015,2,6,24,Appliances,Americas,Z27,Relay T92,570.0,2056.68,17991.348,96.1,0.75,2.1147326
2017,3,8,31,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1795590.0,120031.1,19304.506,96.8,1.75,2.089832
2018,4,11,47,Appliances,Americas,G59,Appliance Miniature PCB Relays,131942.0,35349.04,20687.278,97.5,2.75,2.476794
2017,3,7,30,Appliances,Americas,G59,Appliance Miniature PCB Relays,83671.0,55381.14,19304.506,93.4,1.75,2.146769
2018,3,9,38,Appliances,Americas,442,Power Key 5.0,1466670.0,117848.12,20470.197,100.1,2.75,2.461933
2018,4,10,40,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,752055.0,87380.77,20687.278,98.6,2.75,2.414988
2015,1,1,2,Appliances,Americas,J35,Power Triple Lock,246550.0,16299.48,18332.079,98.1,0.75,1.985653
2018,1,3,10,Appliances,Americas,442,Power Key 5.0,1168100.0,21721.64,20819.269,101.4,2.25,2.369197
2017,3,7,27,Appliances,Americas,344,Hermetic Cluster Blocks,2521990.0,66573.75,19304.506,93.4,1.75,2.146769
2019,3,7,30,Appliances,Americas,344,Hermetic Cluster Blocks,1834700.0,52670.05,21272.448,98.4,3.0,2.460848
2021,1,1,3,Appliances,Americas,G31,VAL-U-LOK,2812790.0,76219.45,24349.121,79.0,0.25,1.517012
2021,2,6,26,Appliances,Americas,607,DW-All Other Dual Wall,492780.0,107357.06,22313.85,85.5,0.25,2.588579
2021,2,6,26,Appliances,Americas,J35,Power Triple Lock,5885304.0,343476.77,22313.85,85.5,0.25,2.588579
2021,4,12,51,Appliances,Americas,G31,VAL-U-LOK,3314432.0,83548.93,23550.42,70.6,,3.484143
2021,4,12,52,Appliances,Americas,G59,Appliance Miniature PCB Relays,46357.0,35521.02,23550.42,70.6,,3.484143
2020,1,2,9,Appliances,Americas,104,MTA 100 & CSTII 100,510367.0,38014.02,21704.706,101.0,2.25,2.812936
2020,3,7,28,Appliances,Americas,766,DW-ES/Auto Splice Seal,1084725.0,21903.21,19636.731,72.5,0.25,2.348857
2020,4,11,46,Appliances,Americas,518,AMP Univ. and Power Double Lock,4306785.0,128784.34,21362.428,76.9,0.25,1.798587
2020,4,11,46,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3293431.0,327778.09,21362.428,76.9,0.25,1.798587
2020,4,10,43,Appliances,Americas,G31,VAL-U-LOK,3295196.0,87839.51,21362.428,81.8,0.25,1.842159
2022,2,6,23,Appliances,Americas,JJ4,RAST 5 non-IDC,1063628.0,82408.07,24740.48,50.0,,5.422337
2015,1,3,10,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,16196021.0,582357.85,18332.079,93.0,0.75,1.9991371
2017,1,3,11,Appliances,Americas,326,FASTIN-FASTON,1060161.0,39770.01,19894.75,96.9,1.5,2.453344
2018,3,8,33,Appliances,Americas,766,DW-ES/Auto Splice Seal,762275.8,-88059.76,20470.197,96.2,2.5,2.432878
2015,2,4,15,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,735450.0,-87176.19,17991.348,95.9,0.75,2.0631236
2018,1,2,5,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1237749.0,54136.62,20819.269,99.7,2.0,2.131896
2016,3,8,33,Appliances,Americas,239,MICRO MATE-N-LOK,1545160.0,130231.74,18611.617,89.8,1.0,2.7228064
2015,2,4,14,Appliances,Americas,239,MICRO MATE-N-LOK,917962.0,106698.31,17991.348,95.9,0.75,2.0631236
2017,2,4,17,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1367360.0,103704.18,19148.194,97.0,1.5,2.25217
2015,4,11,48,Appliances,Americas,442,Power Key 5.0,505600.0,15802.57,18306.96,91.3,0.75,2.4052606
2017,4,11,48,Appliances,Americas,Z27,Relay T92,20880.0,53478.25,19561.896,98.5,1.75,2.115031
2019,4,10,42,Appliances,Americas,Z27,Relay T92,12030.0,31702.46,21531.839,95.5,2.25,2.733341
