fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount
2020,2,4,15,Appliances,EMEA,Z24,Relay RZ-Series,281575.000,122383.98
2020,4,10,42,Appliances,EMEA,224,MAG-MATE,3383624.000,90498.05
2021,4,11,45,Appliances,EMEA,Z24,Relay RZ-Series,157650.000,62511.33
2022,1,1,4,Appliances,EMEA,N05,Timer - Terminals,1772800.000,80031.33
2021,1,2,5,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,263900.000,29258.00
2021,2,5,21,Appliances,EMEA,JJ4,RAST 5 non-IDC,1077450.000,61263.20
2020,2,5,22,Appliances,EMEA,394,RAST 5 Connectors,3597780.000,297155.76
2015,2,4,16,Appliances,EMEA,N02,MQS - Connectors,231300.000,26592.76
2016,4,10,42,Appliances,EMEA,N02,MQS - Connectors,306300.000,31173.92
2016,4,12,53,Appliances,EMEA,JJ4,RAST 5 non-IDC,2496650.000,214096.21
2018,3,7,30,Appliances,EMEA,394,RAST 5 Connectors,3595288.000,277566.54
2017,1,2,6,Appliances,EMEA,326,FASTIN-FASTON,972030.000,25644.00
2016,2,5,22,Appliances,EMEA,327,Positive Lock,3296250.000,64161.39
2017,2,6,26,Appliances,EMEA,394,RAST 5 Connectors,5099428.000,403996.12
2017,3,8,33,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,5085300.000,75614.04
2019,3,9,39,Appliances,EMEA,394,RAST 5 Connectors,3567504.000,301410.71
2015,3,8,32,Appliances,EMEA,104,MTA 100 & CSTII 100,696250.000,62161.88
2018,4,11,45,Appliances,EMEA,104,MTA 100 & CSTII 100,456000.000,32000.36
2018,4,11,48,Appliances,EMEA,104,MTA 100 & CSTII 100,185500.000,24771.12
2018,1,3,13,Appliances,EMEA,686,Single Wall Fluoropolymers HP,18492.600,18159.56
2019,1,2,6,Appliances,EMEA,A07,Faston Power Relays,116208.000,103528.11
2015,3,8,33,Appliances,EMEA,G59,Appliance Miniature PCB Relays,145010.000,50045.18
2016,4,12,51,Appliances,EMEA,Z34,Relay Special up to 8A,225270.000,56929.08
2018,4,11,46,Appliances,EMEA,Z34,Relay Special up to 8A,130230.000,30467.46
2019,4,10,42,Appliances,EMEA,715,Polyolefins ETC,229779.000,55824.09
2015,2,5,21,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3574247.000,152100.63
2018,2,6,26,Appliances,EMEA,JK1,RAST Machines,1.000,426405.00
2017,3,7,30,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,750900.000,42869.74
2016,1,3,11,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,972054.000,132641.65
2015,4,12,51,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1861800.000,104120.21
2015,1,2,6,Appliances,EMEA,607,DW-All Other Dual Wall,51872.000,55192.18
2015,2,6,25,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1288800.000,127144.36
2018,3,8,34,Appliances,EMEA,N05,Timer - Terminals,532550.000,20263.82
2019,2,5,20,Appliances,EMEA,607,DW-All Other Dual Wall,76097.000,73819.27
2016,2,4,17,Appliances,EMEA,217,Ultra-Fast,459500.000,28195.94
2016,3,7,29,Appliances,EMEA,A07,Faston Power Relays,117518.000,111153.20
2018,3,9,37,Appliances,EMEA,104,MTA 100 & CSTII 100,1182000.000,58529.35
2017,3,8,34,Appliances,EMEA,104,MTA 100 & CSTII 100,669900.000,56644.46
2018,3,7,29,Appliances,EMEA,N02,MQS - Connectors,403103.000,32190.73
2016,1,3,12,Appliances,EMEA,A07,Faston Power Relays,47192.000,61067.49
2016,4,12,52,Appliances,EMEA,A07,Faston Power Relays,90252.000,92149.85
2015,4,10,40,Appliances,EMEA,A07,Faston Power Relays,93920.000,73815.21
2018,1,2,5,Appliances,EMEA,A07,Faston Power Relays,116696.000,117381.75
2015,2,5,18,Appliances,EMEA,G59,Appliance Miniature PCB Relays,325735.000,95244.22
2017,1,3,13,Appliances,EMEA,Z34,Relay Special up to 8A,151230.000,38050.81
2019,3,9,38,Appliances,EMEA,Z34,Relay Special up to 8A,96480.000,26812.51
2016,4,10,41,Appliances,EMEA,Z24,Relay RZ-Series,326500.000,150524.02
2018,3,9,38,Appliances,EMEA,Z24,Relay RZ-Series,497175.000,221082.54
2015,1,2,6,Appliances,EMEA,Z34,Relay Special up to 8A,163200.000,38771.18
2016,4,12,53,Appliances,EMEA,686,Single Wall Fluoropolymers HP,11512.400,25771.58
2017,2,6,24,Appliances,EMEA,224,MAG-MATE,4933436.000,117498.36
2018,1,1,1,Appliances,EMEA,344,Hermetic Cluster Blocks,735400.000,20464.46
2016,4,11,44,Appliances,EMEA,224,MAG-MATE,7213500.000,173496.06
2021,4,12,50,Appliances,EMEA,607,DW-All Other Dual Wall,357750.000,44790.74
2022,2,5,19,Appliances,EMEA,N05,Timer - Terminals,574850.000,26994.52
2016,1,1,4,Appliances,EMEA,N02,MQS - Connectors,197300.000,18955.81
2018,2,5,18,Appliances,EMEA,G60,Relay RT-Series,127800.000,66324.94
2016,2,6,26,Appliances,EMEA,Z24,Relay RZ-Series,257000.000,120068.97
2016,4,11,44,Appliances,EMEA,A07,Faston Power Relays,186077.000,178936.18
2016,1,2,7,Appliances,EMEA,G59,Appliance Miniature PCB Relays,84250.000,29951.89
2016,1,3,13,Appliances,EMEA,224,MAG-MATE,885500.000,43256.82
2015,2,6,25,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,6494781.000,262182.92
2018,1,3,13,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,877300.000,110025.82
2017,1,2,9,Appliances,EMEA,239,MICRO MATE-N-LOK,532447.000,23462.97
2019,4,10,40,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,5724865.000,260538.58
2016,4,10,43,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6149400.000,142341.46
2017,4,12,50,Appliances,EMEA,394,RAST 5 Connectors,4214120.000,322734.42
2017,2,6,24,Appliances,EMEA,JJ4,RAST 5 non-IDC,2317900.000,115891.58
2018,2,5,21,Appliances,EMEA,JJ4,RAST 5 non-IDC,1992490.000,106400.74
2015,3,8,32,Appliances,EMEA,327,Positive Lock,1842600.000,50050.57
2015,1,2,8,Appliances,EMEA,326,FASTIN-FASTON,1231600.000,59161.99
2017,4,11,46,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,5592500.000,156254.10
2018,4,10,40,Appliances,EMEA,326,FASTIN-FASTON,4600800.000,148259.94
2015,4,11,48,Appliances,EMEA,326,FASTIN-FASTON,2177600.000,76344.93
2018,3,9,37,Appliances,EMEA,326,FASTIN-FASTON,3913850.000,178224.40
2015,4,12,52,Appliances,EMEA,G59,Appliance Miniature PCB Relays,584855.000,169907.49
2018,1,3,10,Appliances,EMEA,JJ4,RAST 5 non-IDC,1072820.000,77587.44
2016,2,6,25,Appliances,EMEA,104,MTA 100 & CSTII 100,281400.000,29836.01
2018,4,12,49,Appliances,EMEA,217,Ultra-Fast,574900.000,34335.29
2017,2,4,14,Appliances,EMEA,715,Polyolefins ETC,381444.200,86474.16
2018,1,3,12,Appliances,EMEA,715,Polyolefins ETC,323559.606,100741.23
2016,3,7,28,Appliances,EMEA,715,Polyolefins ETC,225431.920,127448.76
2015,2,6,25,Appliances,EMEA,686,Single Wall Fluoropolymers HP,857719.200,28197.90
2019,2,4,14,Appliances,EMEA,Z34,Relay Special up to 8A,185370.000,43321.53
2020,4,10,43,Appliances,EMEA,N02,MQS - Connectors,338000.000,22432.61
2020,1,2,8,Appliances,EMEA,G60,Relay RT-Series,69600.000,40739.95
2020,3,9,38,Appliances,EMEA,G60,Relay RT-Series,14350.000,8406.02
2022,4,10,41,Appliances,EMEA,G60,Relay RT-Series,49925.000,24024.70
2021,2,6,23,Appliances,EMEA,Z34,Relay Special up to 8A,155700.000,38554.22
2020,3,7,29,Appliances,EMEA,G60,Relay RT-Series,18600.000,14187.47
2022,3,9,36,Appliances,EMEA,Z34,Relay Special up to 8A,188340.000,53400.54
2020,4,11,45,Appliances,EMEA,224,MAG-MATE,4392424.000,124065.74
2022,2,5,19,Appliances,EMEA,344,Hermetic Cluster Blocks,3369700.000,129444.81
2021,3,9,37,Appliances,EMEA,N02,MQS - Connectors,459703.000,56782.29
2022,1,1,2,Appliances,EMEA,344,Hermetic Cluster Blocks,2734500.000,73215.87
2022,3,8,31,Appliances,EMEA,Z34,Relay Special up to 8A,78900.000,19983.28
2022,2,4,16,Appliances,EMEA,Z34,Relay Special up to 8A,100800.000,26402.99
2017,3,7,27,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,406000.000,29972.67
2016,1,1,2,Appliances,EMEA,607,DW-All Other Dual Wall,49734.000,68960.09
2016,2,6,26,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1961100.000,183801.99
2018,2,4,14,Appliances,EMEA,N05,Timer - Terminals,617950.000,26136.55
2019,2,4,14,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,350800.000,25441.25
2022,3,7,27,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,3402200.000,248347.74
2021,3,9,39,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,11320300.000,194732.87
2021,3,8,32,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,1078500.000,64331.63
2020,4,11,45,Appliances,EMEA,394,RAST 5 Connectors,4324176.000,353208.13
2020,4,12,50,Appliances,EMEA,607,DW-All Other Dual Wall,176502.000,58430.53
2021,1,2,7,Appliances,EMEA,394,RAST 5 Connectors,4719872.000,389797.27
2021,2,4,17,Appliances,EMEA,217,Ultra-Fast,369600.000,23536.16
2021,1,2,9,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,2344010.000,135265.73
2020,2,4,17,Appliances,EMEA,607,DW-All Other Dual Wall,22357.000,31979.12
2021,4,11,48,Appliances,EMEA,104,MTA 100 & CSTII 100,963675.000,62769.06
2021,3,9,39,Appliances,EMEA,JJ4,RAST 5 non-IDC,2184530.000,225684.46
2022,2,5,22,Appliances,EMEA,A07,Faston Power Relays,93634.000,78094.44
2020,4,11,45,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,159500.000,23227.91
2020,3,9,39,Appliances,EMEA,344,Hermetic Cluster Blocks,4038600.000,105348.21
2020,2,5,18,Appliances,EMEA,715,Polyolefins ETC,261104.425,72108.01
2020,4,12,49,Appliances,EMEA,607,DW-All Other Dual Wall,149067.000,63072.08
2015,3,8,34,Appliances,EMEA,394,RAST 5 Connectors,2875800.000,238698.42
2016,3,8,33,Appliances,EMEA,JJ4,RAST 5 non-IDC,2073180.000,134642.02
2018,1,2,6,Appliances,EMEA,217,Ultra-Fast,397800.000,30153.19
2015,3,9,38,Appliances,EMEA,327,Positive Lock,1855700.000,54984.66
2018,2,4,15,Appliances,EMEA,327,Positive Lock,4656500.000,81049.24
2018,4,10,43,Appliances,EMEA,394,RAST 5 Connectors,3701663.000,273570.63
2015,1,3,11,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,4121900.000,113258.91
2018,3,8,34,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7891000.000,183443.56
2019,2,4,17,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,8216300.000,181823.24
2016,2,6,26,Appliances,EMEA,326,FASTIN-FASTON,3305600.000,152728.38
2016,3,8,31,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,4937500.000,138360.45
2016,2,5,18,Appliances,EMEA,G59,Appliance Miniature PCB Relays,213120.000,62468.01
2017,2,5,20,Appliances,EMEA,394,RAST 5 Connectors,2983228.000,277761.19
2016,1,1,2,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,4774500.000,86658.20
2016,4,11,48,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,9980000.000,189753.62
2017,3,9,38,Appliances,EMEA,327,Positive Lock,3371400.000,58371.56
2019,4,11,45,Appliances,EMEA,394,RAST 5 Connectors,2517788.000,178906.80
2016,2,5,22,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,8983800.000,209726.79
2015,2,5,22,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7144300.000,166347.86
2019,1,1,3,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6950600.000,144976.04
2017,3,7,28,Appliances,EMEA,JJ4,RAST 5 non-IDC,2703600.000,142888.46
2018,2,5,21,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,8540500.000,190982.43
2016,1,3,10,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,9572900.000,184199.39
2019,3,7,30,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7147100.000,137020.55
2017,2,4,15,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6041000.000,159961.03
2017,4,10,41,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,5815500.000,155655.82
2016,1,1,3,Appliances,EMEA,394,RAST 5 Connectors,3603784.000,299954.11
2018,1,3,12,Appliances,EMEA,394,RAST 5 Connectors,2867536.000,206632.06
2018,1,3,11,Appliances,EMEA,326,FASTIN-FASTON,2418500.000,110238.45
2015,4,10,40,Appliances,EMEA,326,FASTIN-FASTON,1948450.000,78288.33
2016,2,5,19,Appliances,EMEA,715,Polyolefins ETC,364502.920,63645.86
2015,3,8,34,Appliances,EMEA,JJ4,RAST 5 non-IDC,1757980.000,90838.17
2020,4,10,40,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,472400.000,36677.61
2020,4,11,46,Appliances,EMEA,Z24,Relay RZ-Series,570500.000,236189.69
2020,3,8,32,Appliances,EMEA,217,Ultra-Fast,284000.000,20861.50
2018,2,6,23,Appliances,EMEA,G60,Relay RT-Series,28450.000,17909.62
2019,1,3,13,Appliances,EMEA,G60,Relay RT-Series,8000.000,4440.71
2018,2,6,25,Appliances,EMEA,224,MAG-MATE,3411000.000,89158.67
2017,1,3,10,Appliances,EMEA,224,MAG-MATE,5931936.000,156951.23
2022,3,8,33,Appliances,EMEA,Z24,Relay RZ-Series,352675.000,145897.41
2021,1,2,6,Appliances,EMEA,Z34,Relay Special up to 8A,84480.000,22128.23
2015,3,7,29,Appliances,EMEA,A07,Faston Power Relays,63344.000,87596.11
2017,4,10,43,Appliances,EMEA,A07,Faston Power Relays,71886.000,64149.93
2015,1,2,5,Appliances,EMEA,G59,Appliance Miniature PCB Relays,82000.000,26426.41
2017,3,7,28,Appliances,EMEA,Z24,Relay RZ-Series,348325.000,155810.15
2019,2,5,20,Appliances,EMEA,Z34,Relay Special up to 8A,76800.000,18039.42
2022,2,6,23,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1453300.000,193504.92
2022,4,12,52,Appliances,EMEA,326,FASTIN-FASTON,2289131.000,110134.18
2022,3,9,36,Appliances,EMEA,607,DW-All Other Dual Wall,493107.000,127145.74
2021,1,1,2,Appliances,EMEA,326,FASTIN-FASTON,2255800.000,86346.62
2021,2,5,22,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1248670.000,149427.22
2021,4,10,43,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4839220.000,233636.22
2022,2,5,19,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4218517.000,337638.80
2022,2,6,23,Appliances,EMEA,JJ4,RAST 5 non-IDC,1358400.000,93869.29
2022,3,9,36,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1262025.000,176483.71
2022,1,2,6,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,2506000.000,235201.70
2022,1,2,8,Appliances,EMEA,607,DW-All Other Dual Wall,174398.000,39684.31
2021,1,2,7,Appliances,EMEA,326,FASTIN-FASTON,1425200.000,63289.03
2021,2,6,26,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,6050000.000,454433.00
2021,1,3,11,Appliances,EMEA,715,Polyolefins ETC,252074.425,100697.81
2022,2,4,14,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6212500.000,146064.71
2022,3,8,31,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,12430200.000,288689.69
2020,2,5,21,Appliances,EMEA,607,DW-All Other Dual Wall,68039.000,44308.35
2020,1,2,8,Appliances,EMEA,686,Single Wall Fluoropolymers HP,64026.000,82546.57
2022,1,1,1,Appliances,EMEA,715,Polyolefins ETC,371403.024,131994.63
2021,2,6,25,Appliances,EMEA,394,RAST 5 Connectors,5043856.000,360790.36
2021,4,11,44,Appliances,EMEA,326,FASTIN-FASTON,2476550.000,109427.01
2021,3,9,39,Appliances,EMEA,239,MICRO MATE-N-LOK,475137.000,29306.16
2021,4,12,52,Appliances,EMEA,344,Hermetic Cluster Blocks,2467360.000,75793.10
2022,3,9,36,Appliances,EMEA,224,MAG-MATE,4386000.000,133244.11
2022,1,3,11,Appliances,EMEA,G60,Relay RT-Series,54800.000,44787.05
2021,3,7,29,Appliances,EMEA,394,RAST 5 Connectors,3842852.000,265834.48
2021,3,7,27,Appliances,EMEA,Z24,Relay RZ-Series,440225.000,189529.72
2021,1,3,13,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,118700.000,14267.86
2020,3,9,36,Appliances,EMEA,327,Positive Lock,4317000.000,92600.75
2020,3,9,38,Appliances,EMEA,686,Single Wall Fluoropolymers HP,22039.000,15696.26
2020,4,12,52,Appliances,EMEA,Z34,Relay Special up to 8A,209460.000,51438.19
2020,2,6,24,Appliances,EMEA,104,MTA 100 & CSTII 100,324700.000,31173.17
2020,2,4,16,Appliances,EMEA,224,MAG-MATE,4133312.000,102037.27
2022,2,6,24,Appliances,EMEA,344,Hermetic Cluster Blocks,69000.000,10602.40
2021,3,8,34,Appliances,EMEA,326,FASTIN-FASTON,2090700.000,107598.30
2022,4,12,50,Appliances,EMEA,Z24,Relay RZ-Series,706250.000,293226.54
2022,4,11,45,Appliances,EMEA,239,MICRO MATE-N-LOK,387273.000,39404.31
2016,2,6,23,Appliances,EMEA,239,MICRO MATE-N-LOK,253395.000,29835.46
2016,2,4,15,Appliances,EMEA,217,Ultra-Fast,766900.000,45707.04
2017,1,2,7,Appliances,EMEA,G60,Relay RT-Series,79400.000,50450.73
2015,3,7,30,Appliances,EMEA,405,RAST 2.5 Connectors,4814216.000,257721.04
2019,3,7,27,Appliances,EMEA,326,FASTIN-FASTON,2784300.000,123298.33
2017,3,9,39,Appliances,EMEA,394,RAST 5 Connectors,2921764.000,240881.98
2018,2,5,21,Appliances,EMEA,327,Positive Lock,2575900.000,76505.35
2016,1,3,12,Appliances,EMEA,394,RAST 5 Connectors,2604060.000,241125.79
2015,4,12,51,Appliances,EMEA,394,RAST 5 Connectors,3938040.000,384557.20
2019,4,11,47,Appliances,EMEA,JJ4,RAST 5 non-IDC,1673010.000,81086.02
2015,3,7,29,Appliances,EMEA,326,FASTIN-FASTON,2005650.000,94743.84
2019,2,6,26,Appliances,EMEA,394,RAST 5 Connectors,4336216.000,359747.44
2016,3,7,28,Appliances,EMEA,327,Positive Lock,2201900.000,61537.93
2016,1,3,11,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6012600.000,121229.20
2016,4,12,53,Appliances,EMEA,326,FASTIN-FASTON,4830900.000,181494.48
2015,2,5,18,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6464800.000,132637.36
2017,3,8,32,Appliances,EMEA,326,FASTIN-FASTON,3329800.000,132720.12
2018,2,4,17,Appliances,EMEA,327,Positive Lock,3075000.000,74240.93
2015,1,1,2,Appliances,EMEA,326,FASTIN-FASTON,2388614.000,76612.96
2019,4,12,52,Appliances,EMEA,327,Positive Lock,4322700.000,91611.02
2015,3,8,33,Appliances,EMEA,394,RAST 5 Connectors,3163568.000,276577.86
2016,4,11,44,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,5077080.000,104668.56
2015,4,12,52,Appliances,EMEA,A07,Faston Power Relays,91676.000,117872.52
2019,4,12,49,Appliances,EMEA,A07,Faston Power Relays,96996.000,93083.40
2017,1,3,11,Appliances,EMEA,A07,Faston Power Relays,102970.000,124620.14
2018,4,10,42,Appliances,EMEA,A07,Faston Power Relays,108500.000,87946.06
2016,2,5,22,Appliances,EMEA,G59,Appliance Miniature PCB Relays,163300.000,50705.49
2018,3,7,30,Appliances,EMEA,Z34,Relay Special up to 8A,213450.000,54051.75
2018,2,4,14,Appliances,EMEA,G59,Appliance Miniature PCB Relays,52250.000,15328.27
2022,2,6,25,Appliances,EMEA,224,MAG-MATE,2589500.000,65238.87
2022,4,11,45,Appliances,EMEA,G60,Relay RT-Series,57300.000,43714.43
2022,3,7,29,Appliances,EMEA,344,Hermetic Cluster Blocks,761000.000,20684.51
2022,3,8,32,Appliances,EMEA,G59,Appliance Miniature PCB Relays,99000.000,25279.67
2022,4,12,49,Appliances,EMEA,686,Single Wall Fluoropolymers HP,893160.000,61187.95
2019,3,8,33,Appliances,EMEA,239,MICRO MATE-N-LOK,505081.000,27176.82
2016,1,1,3,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,848100.000,112140.63
2015,1,1,2,Appliances,EMEA,239,MICRO MATE-N-LOK,44910.000,11641.17
2017,3,9,36,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,306500.000,23919.84
2019,4,12,49,Appliances,EMEA,239,MICRO MATE-N-LOK,1144327.000,67598.21
2018,3,7,30,Appliances,EMEA,Z24,Relay RZ-Series,886050.000,385638.68
2017,3,8,34,Appliances,EMEA,N05,Timer - Terminals,1021650.000,43021.21
2015,4,12,52,Appliances,EMEA,JJ4,RAST 5 non-IDC,2099230.000,114003.17
2016,2,6,23,Appliances,EMEA,217,Ultra-Fast,312800.000,29157.02
2016,2,5,19,Appliances,EMEA,224,MAG-MATE,4607000.000,109143.73
2020,3,8,34,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1749900.000,93749.28
2020,4,12,49,Appliances,EMEA,344,Hermetic Cluster Blocks,2464000.000,40033.90
2020,3,7,30,Appliances,EMEA,394,RAST 5 Connectors,748664.000,73417.29
2020,2,4,15,Appliances,EMEA,G59,Appliance Miniature PCB Relays,223520.000,49832.08
2022,4,12,50,Appliances,EMEA,686,Single Wall Fluoropolymers HP,42860.000,44056.36
2022,2,5,21,Appliances,EMEA,A07,Faston Power Relays,165217.000,142924.57
2021,4,12,51,Appliances,EMEA,217,Ultra-Fast,363000.000,37371.95
2022,2,5,21,Appliances,EMEA,607,DW-All Other Dual Wall,58395.000,55517.36
2022,2,6,26,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1746106.000,165908.72
2022,3,9,39,Appliances,EMEA,224,MAG-MATE,3687530.000,112473.59
2021,1,2,9,Appliances,EMEA,104,MTA 100 & CSTII 100,248800.000,15928.99
2022,4,11,47,Appliances,EMEA,715,Polyolefins ETC,169243.000,79511.85
2022,3,8,34,Appliances,EMEA,JJ4,RAST 5 non-IDC,982680.000,87299.88
2018,1,3,13,Appliances,EMEA,607,DW-All Other Dual Wall,17748.000,20797.16
2016,4,12,52,Appliances,EMEA,224,MAG-MATE,7045000.000,111322.93
2018,4,11,46,Appliances,EMEA,N02,MQS - Connectors,144800.000,14369.66
2016,2,5,22,Appliances,EMEA,224,MAG-MATE,9324000.000,188769.03
2018,4,11,45,Appliances,EMEA,327,Positive Lock,1972000.000,52371.58
2017,4,11,48,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6592500.000,143336.01
2018,4,10,40,Appliances,EMEA,JJ4,RAST 5 non-IDC,2243290.000,94686.15
2019,3,9,36,Appliances,EMEA,326,FASTIN-FASTON,2984100.000,104352.76
2019,3,7,29,Appliances,EMEA,JJ4,RAST 5 non-IDC,1474310.000,110516.89
2019,1,3,12,Appliances,EMEA,224,MAG-MATE,3362000.000,96494.93
2015,2,5,22,Appliances,EMEA,224,MAG-MATE,7493164.000,195840.20
2018,2,5,22,Appliances,EMEA,G59,Appliance Miniature PCB Relays,164900.000,48262.49
2017,3,9,38,Appliances,EMEA,715,Polyolefins ETC,270408.920,125711.49
2017,2,6,26,Appliances,EMEA,G60,Relay RT-Series,50850.000,29181.51
2018,1,3,11,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,895700.000,95592.65
2015,1,2,8,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4310518.000,166611.38
2016,1,3,11,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,2727350.000,164568.00
2019,2,5,20,Appliances,EMEA,N05,Timer - Terminals,1055300.000,34579.74
2017,3,9,39,Appliances,EMEA,239,MICRO MATE-N-LOK,466110.000,56495.47
2015,1,1,3,Appliances,EMEA,N05,Timer - Terminals,1153450.000,40775.98
2015,2,5,21,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1117540.000,90668.99
2018,4,12,50,Appliances,EMEA,239,MICRO MATE-N-LOK,523504.000,34781.67
2017,1,2,5,Appliances,EMEA,N05,Timer - Terminals,471250.000,23119.39
2018,1,3,12,Appliances,EMEA,N05,Timer - Terminals,1285200.000,60081.02
2018,3,8,33,Appliances,EMEA,N05,Timer - Terminals,1129950.000,52612.04
2019,3,7,27,Appliances,EMEA,N05,Timer - Terminals,487500.000,16622.41
2016,1,3,13,Appliances,EMEA,N05,Timer - Terminals,508900.000,17581.27
2015,4,12,50,Appliances,EMEA,239,MICRO MATE-N-LOK,319029.000,42210.90
2019,3,8,31,Appliances,EMEA,239,MICRO MATE-N-LOK,255686.000,32420.43
2019,4,12,51,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,448800.000,36699.77
2016,4,12,51,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,915950.000,59407.75
2016,4,10,43,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,296600.000,20349.04
2015,3,7,27,Appliances,EMEA,607,DW-All Other Dual Wall,62688.440,103384.37
2016,3,8,33,Appliances,EMEA,607,DW-All Other Dual Wall,117074.000,65212.63
2016,1,2,8,Appliances,EMEA,104,MTA 100 & CSTII 100,576200.000,32583.96
2019,4,11,44,Appliances,EMEA,104,MTA 100 & CSTII 100,385825.000,37420.14
2017,4,10,41,Appliances,EMEA,217,Ultra-Fast,534900.000,42036.21
2017,2,5,18,Appliances,EMEA,A07,Faston Power Relays,109779.000,106271.26
2018,4,10,41,Appliances,EMEA,224,MAG-MATE,4055624.000,100163.56
2019,2,6,25,Appliances,EMEA,224,MAG-MATE,3822000.000,103615.14
2018,1,2,7,Appliances,EMEA,715,Polyolefins ETC,1162708.701,89097.26
2019,4,10,42,Appliances,EMEA,344,Hermetic Cluster Blocks,1096500.000,35008.98
2019,3,8,33,Appliances,EMEA,715,Polyolefins ETC,215664.000,101627.23
2021,4,12,50,Appliances,EMEA,217,Ultra-Fast,821800.000,60684.61
2022,1,3,10,Appliances,EMEA,327,Positive Lock,3030200.000,63631.76
2021,4,10,40,Appliances,EMEA,405,RAST 2.5 Connectors,5633976.000,288816.38
2021,3,8,31,Appliances,EMEA,607,DW-All Other Dual Wall,102793.000,54927.36
2021,3,9,37,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,8700775.000,394539.00
2021,3,9,36,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,3170100.000,199966.77
2021,1,1,1,Appliances,EMEA,G59,Appliance Miniature PCB Relays,85000.000,27226.68
2021,1,3,11,Appliances,EMEA,607,DW-All Other Dual Wall,224418.000,88490.32
2022,3,9,37,Appliances,EMEA,405,RAST 2.5 Connectors,7191364.000,382222.58
2022,2,5,18,Appliances,EMEA,405,RAST 2.5 Connectors,6487578.000,307565.57
2020,2,4,14,Appliances,EMEA,327,Positive Lock,2164450.000,45319.82
